0,1,2,3,4,5,6
predicative,שייןsheyn,,,,,
,,,,,,
case,masculine,neuter,feminine,plural,,
indefinite,definite,post./nom.,,,,
nominative,ADJ;NOM;DEF/INDF;MASC;SG,ADJ;NOM/ACC/DAT;NEUT;INDF;SG,ADJ;NOM/ACC;NEUT;DEF;SG,ADJ;NOM/ACC;NEUT;LGSPEC1;SG,ADJ;NOM/ACC;DEF/INDF;FEM;SG,ADJ;NOM/ACC/DAT;DEF/INDF;PL
accusative,ADJ;ACC/DAT;DEF/INDF;MASC;SG,,,,,
dative,ADJ;DAT;DEF/LGSPEC1;NEUT;SG,ADJ;DAT;DEF/INDF;FEM;SG,,,,
"אַ שיין פּנים! ‎(a sheyn ponem!, “(what a) pretty face!”)  אַ שיינעם דאַנק ‎(a sheynem dank, “thank you very much”)",,"באַשײַנען ‎(bashaynen, “to beautify”)  שיין געפֿורעמט ‎(sheyn gefuremt, “shapely”, adjective)",,"שיינע ‎(Sheyne, “female given name”)  שיינקייט ‎(sheynkeyt, “beauty”)",,
