0,1,2,3,4,5
infinitive,,,,,
hääbe,,,,,
person,present tense,past tense,perfect tense,pluperfect tense,future tense
1st singular,iek hääbe,iek hied,iek hääbe häiwed,iek hied häiwed,iek wäide hääbe
2nd singular,du hääst,du hiedest/hiest,du hääst häiwed,du hiedest/hiest häiwed,du wädst hääbe
3rd singular,hie/ju/dät häd,hie/ju/dät hied,hie/ju/dät häd häiwed,hie/ju/dät hied häiwed,hie/ju/dät wäd hääbe
1st plural,wie hääbe,wie hieden,wie hääbe häiwed,wie hieden häiwed,wie wäide hääbe
2nd plural,jie hääbe,jie hieden,jie hääbe häiwed,jie hieden häiwed,jie wäide hääbe
3rd plural,jo hääbe,jo hieden,jo hääbe häiwed,jo hieden häiwed,jo wäide hääbe
