0,1,2,3,4
"Inflection of antiikki (Kotus type 5/risti, kk-k gradation)",,,,
nominative,antiikki,—,,
genitive,antiikin,—,,
partitive,antiikkia,—,,
illative,antiikkiin,—,,
,singular,plural,,
nominative,antiikki,—,,
accusative,nom.,antiikki,—,
gen.,antiikin,,,
genitive,antiikin,—,,
partitive,antiikkia,—,,
inessive,antiikissa,—,,
elative,antiikista,—,,
illative,antiikkiin,—,,
adessive,antiikilla,—,,
ablative,antiikilta,—,,
allative,antiikille,—,,
essive,antiikkina,—,,
translative,antiikiksi,—,,
instructive,—,—,,
abessive,antiikitta,—,,
comitative,—,—,,
antiikinaikainen  antiikkiesine  antiikkihuonekalu,,antiikkikauppa  antiikkikauppias  antiikkikynttilä,,antiikkiliike  antiikkinahka  myöhäisantiikki
"Inflection of antiikki (Kotus type 5/risti, kk-k gradation)",,,,
nominative,antiikki,antiikit,,
genitive,antiikin,antiikkien,,
partitive,antiikkia,antiikkeja,,
illative,antiikkiin,antiikkeihin,,
,singular,plural,,
nominative,antiikki,antiikit,,
accusative,nom.,antiikki,antiikit,
gen.,antiikin,,,
genitive,antiikin,antiikkien,,
partitive,antiikkia,antiikkeja,,
inessive,antiikissa,antiikeissa,,
elative,antiikista,antiikeista,,
illative,antiikkiin,antiikkeihin,,
adessive,antiikilla,antiikeilla,,
ablative,antiikilta,antiikeilta,,
allative,antiikille,antiikeille,,
essive,antiikkina,antiikkeina,,
translative,antiikiksi,antiikeiksi,,
instructive,—,antiikein,,
abessive,antiikitta,antiikeitta,,
comitative,—,antiikkeine,,
