0,1,2,3,4,5
indicative,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,vipajan,en vipaja,1st sing.,olen vipajanut,en ole vipajanut
2nd sing.,vipajat,et vipaja,2nd sing.,olet vipajanut,et ole vipajanut
3rd sing.,vipajaa,ei vipaja,3rd sing.,on vipajanut,ei ole vipajanut
1st plur.,vipajamme,emme vipaja,1st plur.,olemme vipajaneet,emme ole vipajaneet
2nd plur.,vipajatte,ette vipaja,2nd plur.,olette vipajaneet,ette ole vipajaneet
3rd plur.,vipajavat,eivät vipaja,3rd plur.,ovat vipajaneet,eivät ole vipajaneet
passive,vipajataan,ei vipajata,passive,on vipajattu,ei ole vipajattu
past,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,vipajin,en vipajanut,1st sing.,olin vipajanut,en ollut vipajanut
2nd sing.,vipajit,et vipajanut,2nd sing.,olit vipajanut,et ollut vipajanut
3rd sing.,vipaji,ei vipajanut,3rd sing.,oli vipajanut,ei ollut vipajanut
1st plur.,vipajimme,emme vipajaneet,1st plur.,olimme vipajaneet,emme olleet vipajaneet
2nd plur.,vipajitte,ette vipajaneet,2nd plur.,olitte vipajaneet,ette olleet vipajaneet
3rd plur.,vipajivat,eivät vipajaneet,3rd plur.,olivat vipajaneet,eivät olleet vipajaneet
passive,vipajattiin,ei vipajattu,passive,oli vipajattu,ei ollut vipajattu
conditional,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,vipajaisin,en vipajaisi,1st sing.,olisin vipajanut,en olisi vipajanut
2nd sing.,vipajaisit,et vipajaisi,2nd sing.,olisit vipajanut,et olisi vipajanut
3rd sing.,vipajaisi,ei vipajaisi,3rd sing.,olisi vipajanut,ei olisi vipajanut
1st plur.,vipajaisimme,emme vipajaisi,1st plur.,olisimme vipajaneet,emme olisi vipajaneet
2nd plur.,vipajaisitte,ette vipajaisi,2nd plur.,olisitte vipajaneet,ette olisi vipajaneet
3rd plur.,vipajaisivat,eivät vipajaisi,3rd plur.,olisivat vipajaneet,eivät olisi vipajaneet
passive,vipajattaisiin,ei vipajattaisi,passive,olisi vipajattu,ei olisi vipajattu
imperative,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,–,–,1st sing.,–,–
2nd sing.,vipaja,älä vipaja,2nd sing.,ole vipajanut,älä ole vipajanut
3rd sing.,vipajakoon,älköön vipajako,3rd sing.,olkoon vipajanut,älköön olko vipajanut
1st plur.,vipajakaamme,älkäämme vipajako,1st plur.,olkaamme vipajaneet,älkäämme olko vipajaneet
2nd plur.,vipajakaa,älkää vipajako,2nd plur.,olkaa vipajaneet,älkää olko vipajaneet
3rd plur.,vipajakoot,älkööt vipajako,3rd plur.,olkoot vipajaneet,älkööt olko vipajaneet
passive,vipajattakoon,älköön vipajattako,passive,olkoon vipajattu,älköön olko vipajattu
potential,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,vipajanen,en vipajane,1st sing.,lienen vipajanut,en liene vipajanut
2nd sing.,vipajanet,et vipajane,2nd sing.,lienet vipajanut,et liene vipajanut
3rd sing.,vipajanee,ei vipajane,3rd sing.,lienee vipajanut,ei liene vipajanut
1st plur.,vipajanemme,emme vipajane,1st plur.,lienemme vipajaneet,emme liene vipajaneet
2nd plur.,vipajanette,ette vipajane,2nd plur.,lienette vipajaneet,ette liene vipajaneet
3rd plur.,vipajanevat,eivät vipajane,3rd plur.,lienevät vipajaneet,eivät liene vipajaneet
passive,vipajattaneen,ei vipajattane,passive,lienee vipajattu,ei liene vipajattu
Nominal forms,,,,,
infinitive,participle,,,,
,active,passive,,active,passive
I,vipajaa,present,vipajava,vipajattava,
long I2,vipajaakseen 2,past,vipajanut,vipajattu,
II,inessive1,vipajaessa 1,vipajattaessa,"agent1, 3","vipajama 1, 3"
instructive,vipajaen,–,negative,vipajamaton,
III,inessive,vipajamassa,–,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,vipajamasta,–,,,
illative,vipajamaan,–,,,
adessive,vipajamalla,–,,,
abessive,vipajamatta,–,,,
instructive,vipajaman,vipajattaman,,,
IV,nominative,vipajaminen,,,
partitive,vipajamista,,,,
V,vipajamaisillaan 2,,,,
