0,1,2,3,4,5,6
"Inflection of -vuotinen (Kotus type 38/nainen, no gradation)",,,,,,
nominative,-vuotinen,-vuotiset,,,,
genitive,-vuotisen,-vuotisten-vuotisien,,,,
partitive,-vuotista,-vuotisia,,,,
illative,-vuotiseen,-vuotisiin,,,,
,singular,plural,,,,
nominative,-vuotinen,-vuotiset,,,,
accusative,nom.,-vuotinen,-vuotiset,,,
gen.,-vuotisen,,,,,
genitive,-vuotisen,-vuotisten-vuotisien,,,,
partitive,-vuotista,-vuotisia,,,,
inessive,-vuotisessa,-vuotisissa,,,,
elative,-vuotisesta,-vuotisista,,,,
illative,-vuotiseen,-vuotisiin,,,,
adessive,-vuotisella,-vuotisilla,,,,
ablative,-vuotiselta,-vuotisilta,,,,
allative,-vuotiselle,-vuotisille,,,,
essive,-vuotisena,-vuotisina,,,,
translative,-vuotiseksi,-vuotisiksi,,,,
instructive,—,-vuotisin,,,,
abessive,-vuotisetta,-vuotisitta,,,,
comitative,—,-vuotisine,,,,
edellisvuotinen  jokavuotinen  kaksivuotinen,,monivuotinen  satavuotinen  toissavuotinen,,tuhatvuotinen  viimevuotinen  vuotisjuhla,,vuotispäivä  ylivuotinen
