0,1,2,3
"Inflection of galvanoitunut (Kotus type 47/kuollut, no gradation)",,,
nominative,galvanoitunut,galvanoituneet,
genitive,galvanoituneen,galvanoituneidengalvanoituneitten,
partitive,galvanoitunutta,galvanoituneita,
illative,galvanoituneeseen,galvanoituneisiingalvanoituneihin,
,singular,plural,
nominative,galvanoitunut,galvanoituneet,
accusative,nom.,galvanoitunut,galvanoituneet
gen.,galvanoituneen,,
genitive,galvanoituneen,galvanoituneidengalvanoituneitten,
partitive,galvanoitunutta,galvanoituneita,
inessive,galvanoituneessa,galvanoituneissa,
elative,galvanoituneesta,galvanoituneista,
illative,galvanoituneeseen,galvanoituneisiingalvanoituneihin,
adessive,galvanoituneella,galvanoituneilla,
ablative,galvanoituneelta,galvanoituneilta,
allative,galvanoituneelle,galvanoituneille,
essive,galvanoituneena,galvanoituneina,
translative,galvanoituneeksi,galvanoituneiksi,
instructive,—,galvanoitunein,
abessive,galvanoituneetta,galvanoituneitta,
comitative,—,galvanoituneine,
