0,1,2,3,4,5,6
"Inflection of täsmätä (Kotus type 73/salata, no gradation)",,,,,,
indicative mood,,,,,,
present tense,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,täsmään,en täsmää,1st sing.,olen täsmännyt,en ole täsmännyt,
2nd sing.,täsmäät,et täsmää,2nd sing.,olet täsmännyt,et ole täsmännyt,
3rd sing.,täsmää,ei täsmää,3rd sing.,on täsmännyt,ei ole täsmännyt,
1st plur.,täsmäämme,emme täsmää,1st plur.,olemme täsmänneet,emme ole täsmänneet,
2nd plur.,täsmäätte,ette täsmää,2nd plur.,olette täsmänneet,ette ole täsmänneet,
3rd plur.,täsmäävät,eivät täsmää,3rd plur.,ovat täsmänneet,eivät ole täsmänneet,
passive,täsmätään,ei täsmätä,passive,on täsmätty,ei ole täsmätty,
past tense,pluperfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,täsmäsin,en täsmännyt,1st sing.,olin täsmännyt,en ollut täsmännyt,
2nd sing.,täsmäsit,et täsmännyt,2nd sing.,olit täsmännyt,et ollut täsmännyt,
3rd sing.,täsmäsi,ei täsmännyt,3rd sing.,oli täsmännyt,ei ollut täsmännyt,
1st plur.,täsmäsimme,emme täsmänneet,1st plur.,olimme täsmänneet,emme olleet täsmänneet,
2nd plur.,täsmäsitte,ette täsmänneet,2nd plur.,olitte täsmänneet,ette olleet täsmänneet,
3rd plur.,täsmäsivät,eivät täsmänneet,3rd plur.,olivat täsmänneet,eivät olleet täsmänneet,
passive,täsmättiin,ei täsmätty,passive,oli täsmätty,ei ollut täsmätty,
conditional mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,täsmäisin,en täsmäisi,1st sing.,olisin täsmännyt,en olisi täsmännyt,
2nd sing.,täsmäisit,et täsmäisi,2nd sing.,olisit täsmännyt,et olisi täsmännyt,
3rd sing.,täsmäisi,ei täsmäisi,3rd sing.,olisi täsmännyt,ei olisi täsmännyt,
1st plur.,täsmäisimme,emme täsmäisi,1st plur.,olisimme täsmänneet,emme olisi täsmänneet,
2nd plur.,täsmäisitte,ette täsmäisi,2nd plur.,olisitte täsmänneet,ette olisi täsmänneet,
3rd plur.,täsmäisivät,eivät täsmäisi,3rd plur.,olisivat täsmänneet,eivät olisi täsmänneet,
passive,täsmättäisiin,ei täsmättäisi,passive,olisi täsmätty,ei olisi täsmätty,
imperative mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,—,—,1st sing.,—,—,
2nd sing.,täsmää,älä täsmää,2nd sing.,ole täsmännyt,älä ole täsmännyt,
3rd sing.,täsmätköön,älköön täsmätkö,3rd sing.,olkoon täsmännyt,älköön olko täsmännyt,
1st plur.,täsmätkäämme,älkäämme täsmätkö,1st plur.,olkaamme täsmänneet,älkäämme olko täsmänneet,
2nd plur.,täsmätkää,älkää täsmätkö,2nd plur.,olkaa täsmänneet,älkää olko täsmänneet,
3rd plur.,täsmätkööt,älkööt täsmätkö,3rd plur.,olkoot täsmänneet,älkööt olko täsmänneet,
passive,täsmättäköön,älköön täsmättäkö,passive,olkoon täsmätty,älköön olko täsmätty,
potential mood,,,,,,
present,perfect,,,,,
person,positive,negative,person,positive,negative,
1st sing.,täsmännen,en täsmänne,1st sing.,lienen täsmännyt,en liene täsmännyt,
2nd sing.,täsmännet,et täsmänne,2nd sing.,lienet täsmännyt,et liene täsmännyt,
3rd sing.,täsmännee,ei täsmänne,3rd sing.,lienee täsmännyt,ei liene täsmännyt,
1st plur.,täsmännemme,emme täsmänne,1st plur.,lienemme täsmänneet,emme liene täsmänneet,
2nd plur.,täsmännette,ette täsmänne,2nd plur.,lienette täsmänneet,ette liene täsmänneet,
3rd plur.,täsmännevät,eivät täsmänne,3rd plur.,lienevät täsmänneet,eivät liene täsmänneet,
passive,täsmättäneen,ei täsmättäne,passive,lienee täsmätty,ei liene täsmätty,
Nominal forms,,,,,,
infinitives,participles,,,,,
,active,passive,,active,passive,
1st,täsmätä,present,täsmäävä,täsmättävä,,
long 1st2,täsmätäkseen,past,täsmännyt,täsmätty,,
2nd,inessive1,täsmätessä,täsmättäessä,"agent1, 3",täsmäämä,
instructive,täsmäten,—,negative,täsmäämätön,,
3rd,inessive,täsmäämässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,,
elative,täsmäämästä,—,,,,
illative,täsmäämään,—,,,,
adessive,täsmäämällä,—,,,,
abessive,täsmäämättä,—,,,,
instructive,täsmäämän,täsmättämän,,,,
4th,nominative,täsmääminen,,,,
partitive,täsmäämistä,,,,,
5th2,täsmäämäisillään,,,,,
täsmennys  täsmentyä  täsmentää  täsmä-  täsmäammus  täsmäase  täsmäisku,,täsmälleen  täsmällinen  täsmällisesti  täsmällistyä  täsmällistää  täsmällisyys  täsmälähetys,,täsmälääke  täsmämarkkinointi  täsmäpommi  täsmäpommitus  täsmäruoka  täsmätoiminta,,täsmävaaka  täsmäviljely  täsmäys  täsmäysmerkintä  täsmäyttää  täsmäytys
