0,1,2,3
"Inflection of gratisti (Kotus type 5/risti, no gradation)",,,
nominative,gratisti,gratistit,
genitive,gratistin,gratistien,
partitive,gratistia,gratisteja,
illative,gratistiin,gratisteihin,
,singular,plural,
nominative,gratisti,gratistit,
accusative,nom.,gratisti,gratistit
gen.,gratistin,,
genitive,gratistin,gratistien,
partitive,gratistia,gratisteja,
inessive,gratistissa,gratisteissa,
elative,gratistista,gratisteista,
illative,gratistiin,gratisteihin,
adessive,gratistilla,gratisteilla,
ablative,gratistilta,gratisteilta,
allative,gratistille,gratisteille,
essive,gratistina,gratisteina,
translative,gratistiksi,gratisteiksi,
instructive,—,gratistein,
abessive,gratistitta,gratisteitta,
comitative,—,gratisteineen,
