0,1,2,3,4,5,6
"Inflection of fenyyli (Kotus type 5/risti, no gradation)",,,,,,
nominative,fenyyli,fenyylit,,,,
genitive,fenyylin,fenyylien,,,,
partitive,fenyyliä,fenyylejä,,,,
illative,fenyyliin,fenyyleihin,,,,
,singular,plural,,,,
nominative,fenyyli,fenyylit,,,,
accusative,nom.,fenyyli,fenyylit,,,
gen.,fenyylin,,,,,
genitive,fenyylin,fenyylien,,,,
partitive,fenyyliä,fenyylejä,,,,
inessive,fenyylissä,fenyyleissä,,,,
elative,fenyylistä,fenyyleistä,,,,
illative,fenyyliin,fenyyleihin,,,,
adessive,fenyylillä,fenyyleillä,,,,
ablative,fenyyliltä,fenyyleiltä,,,,
allative,fenyylille,fenyyleille,,,,
essive,fenyylinä,fenyyleinä,,,,
translative,fenyyliksi,fenyyleiksi,,,,
instructive,—,fenyylein,,,,
abessive,fenyylittä,fenyyleittä,,,,
comitative,—,fenyyleineen,,,,
fenyylialaniini  fenyylialkoholi  fenyyliamiini,,fenyylibentseeni  fenyylieteeni  fenyylietyyliamiini,,fenyylikarboksyylihappo  fenyyliketonuria,,fenyylimetanoli  fenyyliryhmä
