0,1,2,3
Feminine i-stem,,,
,Singular,Plural,
Nominative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐍃frawaurhts,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌴𐌹𐍃frawaurhteis,
Vocative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄frawaurht,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌴𐌹𐍃frawaurhteis,
Accusative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄frawaurht,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌹𐌽𐍃frawaurhtins,
Genitive,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐌹𐍃frawaurhtais,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌴frawaurhtē,
Dative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐌹frawaurhtai,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌹𐌼frawaurhtim,
A-stem,,,
Strong (indefinite) inflection,,,
Singular,Masculine,Feminine,Neuter
Nominative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐍃frawaurhts,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰frawaurhta,"𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄, 𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐍄𐌰frawaurht, frawaurhtata"
Accusative,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐌽𐌰frawaurhtana,𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰frawaurhta,"𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄, 𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐍄𐌰frawaurht, frawaurhtata"
