0,1,2,3,4,5,6
"Class 6 strong, irregular",,,,,,
Infinitive,𐍃𐍄𐌰𐌽𐌳𐌰𐌽standan,,,,,
Indicative,Present,Past,Present passive,,,
1st singular,𐍃𐍄𐌰𐌽𐌳𐌰standa,𐍃𐍄𐍉𐌸stōþ,𐍃𐍄𐌰𐌽𐌳𐌰𐌳𐌰standada,,,
2nd singular,𐍃𐍄𐌰𐌽𐌳𐌹𐍃standis,𐍃𐍄𐍉𐍃𐍄stōst,𐍃𐍄𐌰𐌽𐌳𐌰𐌶𐌰standaza,,,
3rd singular,𐍃𐍄𐌰𐌽𐌳𐌹𐌸standiþ,𐍃𐍄𐍉𐌸stōþ,𐍃𐍄𐌰𐌽𐌳𐌰𐌳𐌰standada,,,
1st dual,𐍃𐍄𐌰𐌽𐌳𐍉𐍃standōs,𐍃𐍄𐍉𐌸𐌿stōþu,—,,,
2nd dual,𐍃𐍄𐌰𐌽𐌳𐌰𐍄𐍃standats,𐍃𐍄𐍉𐌸𐌿𐍄𐍃stōþuts,—,,,
1st plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌼standam,𐍃𐍄𐍉𐌸𐌿𐌼stōþum,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐌰standanda,,,
2nd plural,𐍃𐍄𐌰𐌽𐌳𐌹𐌸standiþ,𐍃𐍄𐍉𐌸𐌿𐌸stōþuþ,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐌰standanda,,,
3rd plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳standand,𐍃𐍄𐍉𐌸𐌿𐌽stōþun,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐌰standanda,,,
Subjunctive,Present,Past,Present passive,,,
1st singular,𐍃𐍄𐌰𐌽𐌳𐌰𐌿standau,𐍃𐍄𐍉𐌸𐌾𐌰𐌿stōþjau,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌳𐌰𐌿standaidau,,,
2nd singular,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐍃standais,𐍃𐍄𐍉𐌸𐌴𐌹𐍃stōþeis,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌶𐌰𐌿standaizau,,,
3rd singular,𐍃𐍄𐌰𐌽𐌳𐌰𐌹standai,𐍃𐍄𐍉𐌸𐌹stōþi,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌳𐌰𐌿standaidau,,,
1st dual,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐍅𐌰standaiwa,𐍃𐍄𐍉𐌸𐌴𐌹𐍅𐌰stōþeiwa,—,,,
2nd dual,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐍄𐍃standaits,𐍃𐍄𐍉𐌸𐌴𐌹𐍄𐍃stōþeits,—,,,
1st plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌼𐌰standaima,𐍃𐍄𐍉𐌸𐌴𐌹𐌼𐌰stōþeima,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌽𐌳𐌰𐌿standaindau,,,
2nd plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌸standaiþ,𐍃𐍄𐍉𐌸𐌴𐌹𐌸stōþeiþ,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌽𐌳𐌰𐌿standaindau,,,
3rd plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌽𐌰standaina,𐍃𐍄𐍉𐌸𐌴𐌹𐌽𐌰stōþeina,𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌽𐌳𐌰𐌿standaindau,,,
Imperative,,,,,,
2nd singular,𐍃𐍄𐌰𐌽𐌳stand,,,,,
3rd singular,𐍃𐍄𐌰𐌽𐌳𐌰𐌳𐌰𐌿standadau,,,,,
2nd dual,𐍃𐍄𐌰𐌽𐌳𐌰𐍄𐍃standats,,,,,
2nd plural,𐍃𐍄𐌰𐌽𐌳𐌹𐌸standiþ,,,,,
3rd plural,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐌰𐌿standandau,,,,,
,Present,Past,,,,
Participles,𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐍃standands,𐍃𐍄𐌰𐌳𐌰𐌽𐍃stadans,,,,
𐌲𐌰𐍃𐍄𐍉𐌸𐌰𐌽 ‎(gastōþan)  𐌲𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(gastandan)  𐌰𐍆𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(afstandan),,𐌹𐌽𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(instandan)  𐌱𐌹𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(bistandan)  𐌳𐌿𐍃𐍄𐍉𐌳𐌾𐌰𐌽 ‎(dustōdjan),,𐌿𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(usstandan)  𐌰𐍄𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(atstandan)  𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌾𐌰𐌽 ‎(anastōdjan),,𐌰𐌽𐌳𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(andstandan)  𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(twisstandan)  𐍆𐌰𐌿𐍂𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽 ‎(faurastandan)
