0,1,2,3
Class 2 weak,,,
Infinitive,𐍆𐍂𐌹𐌾𐍉𐌽frijōn,,
Indicative,Present,Past,Present passive
1st singular,𐍆𐍂𐌹𐌾𐍉frijō,𐍆𐍂𐌹𐌾𐍉𐌳𐌰frijōda,𐍆𐍂𐌹𐌾𐍉𐌳𐌰frijōda
2nd singular,𐍆𐍂𐌹𐌾𐍉𐍃frijōs,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐍃frijōdēs,𐍆𐍂𐌹𐌾𐍉𐌶𐌰frijōza
3rd singular,𐍆𐍂𐌹𐌾𐍉𐌸frijōþ,𐍆𐍂𐌹𐌾𐍉𐌳𐌰frijōda,𐍆𐍂𐌹𐌾𐍉𐌳𐌰frijōda
1st dual,𐍆𐍂𐌹𐌾𐍉𐍃frijōs,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌿frijōdēdu,—
2nd dual,𐍆𐍂𐌹𐌾𐍉𐍄𐍃frijōts,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌿𐍄𐍃frijōdēduts,—
1st plural,𐍆𐍂𐌹𐌾𐍉𐌼frijōm,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌿𐌼frijōdēdum,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰frijōnda
2nd plural,𐍆𐍂𐌹𐌾𐍉𐌸frijōþ,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌿𐌸frijōdēduþ,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰frijōnda
3rd plural,𐍆𐍂𐌹𐌾𐍉𐌽𐌳frijōnd,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌿𐌽frijōdēdun,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰frijōnda
Subjunctive,Present,Past,Present passive
1st singular,𐍆𐍂𐌹𐌾𐍉frijō,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌾𐌰𐌿frijōdēdjau,𐍆𐍂𐌹𐌾𐍉𐌳𐌰𐌿frijōdau
2nd singular,𐍆𐍂𐌹𐌾𐍉𐍃frijōs,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐍃frijōdēdeis,𐍆𐍂𐌹𐌾𐍉𐌶𐌰𐌿frijōzau
3rd singular,𐍆𐍂𐌹𐌾𐍉frijō,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌹frijōdēdi,𐍆𐍂𐌹𐌾𐍉𐌳𐌰𐌿frijōdau
1st dual,𐍆𐍂𐌹𐌾𐍉𐍅𐌰frijōwa,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐍅𐌰frijōdēdeiwa,—
2nd dual,𐍆𐍂𐌹𐌾𐍉𐍄𐍃frijōts,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐍄𐍃frijōdēdeits,—
1st plural,𐍆𐍂𐌹𐌾𐍉𐌼𐌰frijōma,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐌼𐌰frijōdēdeima,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰𐌿frijōndau
2nd plural,𐍆𐍂𐌹𐌾𐍉𐌸frijōþ,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐌸frijōdēdeiþ,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰𐌿frijōndau
3rd plural,𐍆𐍂𐌹𐌾𐍉𐌽𐌰frijōna,𐍆𐍂𐌹𐌾𐍉𐌳𐌴𐌳𐌴𐌹𐌽𐌰frijōdēdeina,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰𐌿frijōndau
Imperative,,,
2nd singular,𐍆𐍂𐌹𐌾𐍉frijō,,
3rd singular,𐍆𐍂𐌹𐌾𐍉𐌳𐌰𐌿frijōdau,,
2nd dual,𐍆𐍂𐌹𐌾𐍉𐍄𐍃frijōts,,
2nd plural,𐍆𐍂𐌹𐌾𐍉𐌸frijōþ,,
3rd plural,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌰𐌿frijōndau,,
,Present,Past,
Participles,𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐍃frijōnds,𐍆𐍂𐌹𐌾𐍉𐌸𐍃frijōþs,
