0,1,2,3,4,5
Audio,,(file),,,
,singular,plural,,,
nominative,goniec,gońcowie,,,
genitive,gońca,gońców,,,
dative,gońcowi,gońcom,,,
accusative,gońca,gońców,,,
instrumental,gońcem,gońcami,,,
locative,gońcu,gońcach,,,
vocative,gończe,gońcowie,,,
,singular,plural,,,
nominative,goniec,gońce,,,
genitive,gońca,gońców,,,
dative,gońcowi,gońcom,,,
accusative,gońca,gońce,,,
instrumental,gońcem,gońcami,,,
locative,gońcu,gońcach,,,
vocative,gońcu,gońce,,,
Chess pieces in Polish · bierki szachowe (layout · text),,,,,
,,,,,
król,"hetman, królowa, dama",wieża,"goniec, laufer","skoczek, koń, konik","pion, pionek"
