0,1,2,3,4,5
audio,,(file),,,
,singular,plural,,,
nominative,król,królowie,,,
genitive,króla,królów,,,
dative,królowi,królom,,,
accusative,króla,królów,,,
instrumental,królem,królami,,,
locative,królu,królach,,,
vocative,królu,królowie,,,
królestwo  królewicz,,królewna  królewski,,,
,singular,plural,,,
nominative,król,króle,,,
genitive,króla,króli,,,
dative,królowi,królom,,,
accusative,króla,króle,,,
instrumental,królem,królami,,,
locative,królu,królach,,,
vocative,królu,króle,,,
Chess pieces in Polish · bierki szachowe (layout · text),,,,,
,,,,,
król,"hetman, królowa, dama",wieża,"goniec, laufer","skoczek, koń, konik","pion, pionek"
