0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,wieszać,,,,,
present tense,1st,wieszam,wieszamy,,,
2nd,wieszasz,wieszacie,,,,
3rd,wiesza,wieszają,,,,
past tense,1st,wieszałem,wieszałam,,wieszaliśmy,wieszałyśmy
2nd,wieszałeś,wieszałaś,,wieszaliście,wieszałyście,
3rd,wieszał,wieszała,wieszało,wieszali,wieszały,
future tense,1st,będę wieszał1,będę wieszała1,,będziemy wieszali1,będziemy wieszały1
2nd,będziesz wieszał1,będziesz wieszała1,,będziecie wieszali1,będziecie wieszały1,
3rd,będzie wieszał1,będzie wieszała1,będzie wieszało1,będą wieszali1,będą wieszały1,
conditional,1st,wieszałbym,wieszałabym,,wieszalibyśmy,wieszałybyśmy
2nd,wieszałbyś,wieszałabyś,,wieszalibyście,wieszałybyście,
3rd,wieszałby,wieszałaby,wieszałoby,wieszaliby,wieszałyby,
imperative,1st,—,wieszajmy,,,
2nd,wieszaj,wieszajcie,,,,
3rd,niech wiesza,niech wieszają,,,,
active adjectival participle,wieszający,wieszająca,wieszające,wieszający,wieszające,
passive adjectival participle,wieszany,wieszana,wieszane,wieszani,wieszane,
contemporary adverbial participle,wieszając,,,,,
impersonal past,wieszano,,,,,
verbal noun,wieszanie,,,,,
"1 or: będę wieszać, będziesz wieszać etc.",,,,,,
