0,1,2,3
"Inflection of sallimus (Kotus type 39/vastaus, no gradation)",,,
nominative,sallimus,sallimukset,
genitive,sallimuksen,sallimustensallimuksien,
partitive,sallimusta,sallimuksia,
illative,sallimukseen,sallimuksiin,
,singular,plural,
nominative,sallimus,sallimukset,
accusative,nom.,sallimus,sallimukset
gen.,sallimuksen,,
genitive,sallimuksen,sallimustensallimuksien,
partitive,sallimusta,sallimuksia,
inessive,sallimuksessa,sallimuksissa,
elative,sallimuksesta,sallimuksista,
illative,sallimukseen,sallimuksiin,
adessive,sallimuksella,sallimuksilla,
ablative,sallimukselta,sallimuksilta,
allative,sallimukselle,sallimuksille,
essive,sallimuksena,sallimuksina,
translative,sallimukseksi,sallimuksiksi,
instructive,—,sallimuksin,
abessive,sallimuksetta,sallimuksitta,
comitative,—,sallimuksineen,
