0,1,2,3,4,5,6
Audio (Classical),,(file),,,,
Number,Singular,,Plural,,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,,
nominative,dulcis,dulce,,dulcēs,dulcia,
genitive,dulcis,dulcium,,,,
dative,dulcī,dulcibus,,,,
accusative,dulcem,dulce,dulcēs,dulcia,,
ablative,dulcī,dulcibus,,,,
vocative,dulcis,dulce,dulcēs,dulcia,,
dulcacidus  dūlcamārus  dulcēdō  dulcēscō  dulcia  dulciculus,,dulcifer  dulcificō  dulciloquus  dulcimodus  dulcinervis,,dulciolum  dulciōrelocus  dulcisonōrus  dulcisonus  dulcitās,,dulciter  dulcitūdō  dulcō  dulcor  obdulcēscō
Aromanian: dultsi  Asturian: dulce  Catalan: dolç  Dalmatian: dolc  English: dulcet  French: doux  Friulian: dolç,,Galician: doce  Istro-Romanian: duľțe  Italian: dolce  Neapolitan: doce  Occitan: doç  Portuguese: doce  Romanian: dulce,,"Romansch: dultsch  Sardinian: durke  Sicilian: duci  Spanish: dulce  Venetian: dólso, dolse",,
