0,1,2
Audio (Classical),,(file)
Case,Singular,Plural
nominative,tigris,tigrēs
genitive,tigris,tigrium
dative,tigrī,tigribus
accusative,tigremtigrim,tigrēstigrīs
ablative,tigretigrī,tigribus
vocative,tigris,tigrēs
Case,Singular,Plural
nominative,tīgris,tīgrēs
genitive,tīgris,tīgrium
dative,tīgrī,tīgribus
accusative,tīgremtīgrim,tīgrēstīgrīs
ablative,tīgretīgrī,tīgribus
vocative,tīgris,tīgrēs
Case,Singular,Plural
nominative,tīgris,tigridēs
genitive,tigridis,tigridum
dative,tigridī,tigridibus
accusative,tigridem,tigridēs
ablative,tigride,tigridibus
vocative,tīgris,tigridēs
Case,Singular,Plural
nominative,tīgris,tīgridēs
genitive,tīgridis,tīgridum
dative,tīgridī,tīgridibus
accusative,tīgridem,tīgridēs
ablative,tīgride,tīgridibus
vocative,tīgris,tīgridēs
tigriceps  tigrifer,,tigriger  tigrīnus
Catalan: tigre  English: tiger  Esperanto: tigro  French: tigre  Hungarian: tigris,,Interlingua: tigre  Italian: tigre  Portuguese: tigre  Romanian: tigru  Spanish: tigre
