0,1,2,3,4,5,6,7
PIE root,,,,,,,
*deh₃-,,,,,,,
Conjugation of dono (first conjugation),,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,dōnō,dōnās,dōnat,dōnāmus,dōnātis,dōnant
imperfect,dōnābam,dōnābās,dōnābat,dōnābāmus,dōnābātis,dōnābant,
future,dōnābō,dōnābis,dōnābit,dōnābimus,dōnābitis,dōnābunt,
perfect,dōnāvī,dōnāvistī,dōnāvit,dōnāvimus,dōnāvistis,"dōnāvērunt, dōnāvēre",
pluperfect,dōnāveram,dōnāverās,dōnāverat,dōnāverāmus,dōnāverātis,dōnāverant,
future perfect,dōnāverō,dōnāveris,dōnāverit,dōnāverimus,dōnāveritis,dōnāverint,
passive,present,dōnor,"dōnāris, dōnāre",dōnātur,dōnāmur,dōnāminī,dōnantur
imperfect,dōnābar,"dōnābāris, dōnābāre",dōnābātur,dōnābāmur,dōnābāminī,dōnābantur,
future,dōnābor,"dōnāberis, dōnābere",dōnābitur,dōnābimur,dōnābiminī,dōnābuntur,
perfect,dōnātus + present active indicative of sum,,,,,,
pluperfect,dōnātus + imperfect active indicative of sum,,,,,,
future perfect,dōnātus + future active indicative of sum,,,,,,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,dōnem,dōnēs,dōnet,dōnēmus,dōnētis,dōnent
imperfect,dōnārem,dōnārēs,dōnāret,dōnārēmus,dōnārētis,dōnārent,
perfect,dōnāverim,dōnāverīs,dōnāverit,dōnāverīmus,dōnāverītis,dōnāverint,
pluperfect,dōnāvissem,dōnāvissēs,dōnāvisset,dōnāvissēmus,dōnāvissētis,dōnāvissent,
passive,present,dōner,"dōnēris, dōnēre",dōnētur,dōnēmur,dōnēminī,dōnentur
imperfect,dōnārer,"dōnārēris, dōnārēre",dōnārētur,dōnārēmur,dōnārēminī,dōnārentur,
perfect,dōnātus + present active subjunctive of sum,,,,,,
pluperfect,dōnātus + imperfect active subjunctive of sum,,,,,,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,dōnā,—,—,dōnāte,—
future,—,dōnātō,dōnātō,—,dōnātōte,dōnantō,
passive,present,—,dōnāre,—,—,dōnāminī,—
future,—,dōnātor,dōnātor,—,—,dōnantor,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,dōnāre,dōnāvisse,dōnātūrus esse,dōnārī,dōnātus esse,dōnātum īrī,
participles,dōnāns,—,dōnātūrus,—,dōnātus,dōnandus,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
dōnāre,dōnandī,dōnandō,dōnandum,dōnātum,dōnātū,,
"Albanian: dhuroj  Catalan: donar  English: donation, donate  Esperanto: doni  French: donner  Ido: donar  Italian: donare",,Norman: donner  Occitan: donar  Portuguese: doar  Romanian: dona  Spanish: donar  Walloon: dner,,,,,
