0,1,2,3,4
PIE root,,,,
*bʰer-,,,,
Audio (Classical),,(file),,
Case,Singular,Plural,,
nominative,fortūna,fortūnae,,
genitive,fortūnae,fortūnārum,,
dative,fortūnae,fortūnīs,,
accusative,fortūnam,fortūnās,,
ablative,fortūnā,fortūnīs,,
vocative,fortūna,fortūnae,,
fōrs  fōrsan  fōrsit,,fōrsitan  fōrtasse  fōrtassis,,fōrte  fōrtuītus  fōrtuītō
Albanian: furtunë  Aromanian: furtunã  English: fortune  French: fortune  Greek: φουρτούνα ‎(fourtoúna)  Italian: fortuna,,Portuguese: fortuna  Romanian: furtună  Russian: фортуна ‎(fortuna)  Spanish: fortuna  Turkish: fırtına,,
