0,1,2,3,4,5,6
PIE root,,,,,,
*h₃reǵ-,,,,,,
Number,Singular,,Plural,,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,,
nominative,rēgālis,rēgāle,,rēgālēs,rēgālia,
genitive,rēgālis,rēgālium,,,,
dative,rēgālī,rēgālibus,,,,
accusative,rēgālem,rēgāle,rēgālēs,rēgālia,,
ablative,rēgālī,rēgālibus,,,,
vocative,rēgālis,rēgāle,rēgālēs,rēgālia,,
rēgālēs  rēgālia  rēgāliter  regibilis  rēgificē  rēgificus,,regifugium  rēgillus  regimen  regimentum  rēgia,,rēgīna  rēgius  regnātor  regnātrix  regnicola,,regnō  rēgnum  regō  regulus  rēx
"Catalan: reial  English: regal, royal  French: royal  Italian: reale, regale",,"Occitan: reial  Old French: roial, reial, regal  Portuguese: real  Romanian: regal  Spanish: real",,,,
