0,1,2,3,4,5,6
Case,Singular,Plural,,,,
nominative,corpus,corpora,,,,
genitive,corporis,corporum,,,,
dative,corporī,corporibus,,,,
accusative,corpus,corpora,,,,
ablative,corpore,corporibus,,,,
vocative,corpus,corpora,,,,
corporālis  corporascō  corporeus,,corporicīda  corporō  corporōsus,,corpulentus  corpusculum,,
corporālitās  corporāliter  corporātiō,,corporātīvus  corporātūra,,corporātus  corpulentia,,
"Aragonese: cuerpo  Asturian: cuerpu, cuörpu, cuorpu, cuirpu, cuerpo  Basque: gorputz  Breton: korv  Catalan: cos  Corsican: corpu  Dalmatian: cuarp, kuarp  Dutch: korps  Emilian: côrp  English: corpse, corpus, corps  Esperanto: korpo  Fala: corpo  Franco-Provençal: côrp, côrps",,French: corps  Friulian: cuarp  Galician: corpo  German: Körper  Guinea-Bissau Creole: kurpu  Irish: corp  Istriot: cuorpo  Italian: corpo  Karipúna Creole French: kó  Ladin: corp  Ligurian: corpo  Lombard: corp  Macanese: corpo,,Kristang: korpu  Megleno-Romanian: corp  Middle French: cors  Mirandese: cuorpo  Occitan: còrs  Old French: cors  Old Portuguese: corpo  Old Provençal: cors  Piedmontese: corp  Portuguese: corpo  Romanian: corp  Romansch: corp  Russian: ко́рпус ‎(kórpus),,"Sardinian: cólpus, corpus, cropus  Sicilian: corpu  Spanish: cuerpo  Venetian: corpo, corp  Walloon: kôr  Welsh: corff"
