0,1,2,3,4,5,6,7
PIE root,,,,,,,
*glewbʰ-,,,,,,,
Conjugation of glubo (third conjugation),,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,glūbō,glūbis,glūbit,glūbimus,glūbitis,glūbunt
imperfect,glūbēbam,glūbēbās,glūbēbat,glūbēbāmus,glūbēbātis,glūbēbant,
future,glūbam,glūbēs,glūbet,glūbēmus,glūbētis,glūbent,
perfect,glūpsī,glūpsistī,glūpsit,glūpsimus,glūpsistis,"glūpsērunt, glūpsēre",
pluperfect,glūpseram,glūpserās,glūpserat,glūpserāmus,glūpserātis,glūpserant,
future perfect,glūpserō,glūpseris,glūpserit,glūpserimus,glūpseritis,glūpserint,
passive,present,glūbor,"glūberis, glūbere",glūbitur,glūbimur,glūbiminī,glūbuntur
imperfect,glūbēbar,"glūbēbāris, glūbēbāre",glūbēbātur,glūbēbāmur,glūbēbāminī,glūbēbantur,
future,glūbar,"glūbēris, glūbēre",glūbētur,glūbēmur,glūbēminī,glūbentur,
perfect,glūptus + present active indicative of sum,,,,,,
pluperfect,glūptus + imperfect active indicative of sum,,,,,,
future perfect,glūptus + future active indicative of sum,,,,,,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,glūbam,glūbās,glūbat,glūbāmus,glūbātis,glūbant
imperfect,glūberem,glūberēs,glūberet,glūberēmus,glūberētis,glūberent,
perfect,glūpserim,glūpserīs,glūpserit,glūpserīmus,glūpserītis,glūpserint,
pluperfect,glūpsissem,glūpsissēs,glūpsisset,glūpsissēmus,glūpsissētis,glūpsissent,
passive,present,glūbar,"glūbāris, glūbāre",glūbātur,glūbāmur,glūbāminī,glūbantur
imperfect,glūberer,"glūberēris, glūberēre",glūberētur,glūberēmur,glūberēminī,glūberentur,
perfect,glūptus + present active subjunctive of sum,,,,,,
pluperfect,glūptus + imperfect active subjunctive of sum,,,,,,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,glūbe,—,—,glūbite,—
future,—,glūbitō,glūbitō,—,glūbitōte,glūbuntō,
passive,present,—,glūbere,—,—,glūbiminī,—
future,—,glūbitor,glūbitor,—,—,glūbuntor,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,glūbere,glūpsisse,glūptūrus esse,glūbī,glūptus esse,glūptum īrī,
participles,glūbēns,—,glūptūrus,—,glūptus,glūbendus,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
glūbere,glūbendī,glūbendō,glūbendum,glūptum,glūptū,,
