0,1,2,3,4,5,6,7
PIE root,,,,,,,
*ǵneh₃-,,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
جاننا,direct,infinitive,,,,,
جاننے,indirect,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
جان,تو,singular,,,,,
,,,,,,,
جانو,تم,singular or plural,,,,,
جانئیے، جانئے,آپ,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
جانکر، جانکے,conjunctive,,,,,,
جاننے والا,agentive / prospective,,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
masculine,جانتا •,جانتے •,,,,,
feminine,جانتی •,جانتی •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
masculine,جانا •,جانے •,,,,,
feminine,جانی •,جانی •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
1st person,میں جانوں •,ہم جانیں •,,,,,
2nd person,تو جانے •,تم جانو •,,,,,
3rd person,یہ / وہ جانے •,یہ / وہ جانیں •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,masculine,,feminine,,,,
,singular,plural,singular,plural,,,
1st person,میں جانوں گا •,ہم جانیں گے •,میں جانوں گی •,ہم جانیں گی •,,,
2nd person,تو جانے گا •,تم جانو گے •,تو جانے گی •,تم جانو گی •,,,
3rd person,یہ / وہ جانے گا •,یہ / وہ جانیں گے •,یہ / وہ جانے گی •,یہ / وہ جانیں گی •,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person*,3rd person,
,,میں,تو,وہ / یہ,ہم,تم,وہ / یہ
habitual,present,جانتا ہوں,جانتا ہے,جانتا ہے,جانتے ہیں,جانتے ہو,جانتے ہیں
past,جانتا تھا,جانتا تھا,جانتا تھا,جانتے تھے,جانتے تھے,جانتے تھے,
subjunctive,جانتا ہوں,جانتا ہو,جانتا ہو,جانتے ہوں,جانتے ہو,جانتے ہوں,
presumptive,جانتا ہوں گا,جانتا ہو گا,جانتا ہو گا,جانتے ہوں گے,جانتے ہو گے,جانتے ہوں گے,
contrafactual,جانتا ہوتا,جانتا ہوتا,جانتا ہوتا,جانتے ہوتے,جانتے ہوتے,جانتے ہوتے,
