0,1,2,3,4
,singular,plural,,
nominative (ప్రథమా విభక్తి),వరుణుడు ‎(varuṇuḍu),వరుణులు ‎(varuṇulu),,
accusative (ద్వితీయా విభక్తి),వరుణుని ‎(varuṇuni),వరుణుల ‎(varuṇula),,
instrumental (తృతీయా విభక్తి),వరుణునితో ‎(varuṇunitō),వరుణులతో ‎(varuṇulatō),,
dative (చతుర్థీ విభక్తి),వరుణునికొరకు ‎(varuṇunikoraku),వరుణులకొరకు ‎(varuṇulakoraku),,
ablative (పంచమీ విభక్తి),వరుణునివలన ‎(varuṇunivalana),వరుణులవలన ‎(varuṇulavalana),,
genitive (షష్ఠీ విభక్తి),వరుణునియొక్క ‎(varuṇuniyokka),వరుణులయొక్క ‎(varuṇulayokka),,
locative (సప్తమీ విభక్తి),వరుణునియందు ‎(varuṇuniyaṃdu),వరుణులయందు ‎(varuṇulayaṃdu),,
vocative (సంబోధనా ప్రథమా విభక్తి),ఓ వరుణా ‎(ō varuṇā),ఓ వరుణులారా ‎(ō varuṇulārā),,
వరుణప్రియ ‎(varuṇapriya)  వరుణము ‎(varuṇamu),,వరుణాత్మజ ‎(varuṇātmaja)  వరుణాలయము ‎(varuṇālayamu),,వరుణావాసము ‎(varuṇāvāsamu)
