0,1,2,3,4,5
infinitive (nafnháttur),að gelta,,,,
supine (sagnbót),gelt,,,,
present participle (lýsingarháttur nútíðar),geltandi,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,
present (nútíð),ég gelti,við geltum,present (nútíð),ég gelti,við geltum
þú geltir,þið geltið,þú geltir,þið geltið,,
"hann, hún, það geltir","þeir, þær, þau gelta","hann, hún, það gelti","þeir, þær, þau gelti",,
,,,,,
past (þátíð),ég gelti,við geltum,past (þátíð),ég gelti,við geltum
þú geltir,þið geltuð,þú geltir,þið geltuð,,
"hann, hún, það gelti","þeir, þær, þau geltu","hann, hún, það gelti","þeir, þær, þau geltu",,
,,,,,
imperative (boðháttur),gelt (þú),geltið (þið),,,
Forms with appended personal pronoun,,,,,
geltu,geltiði *,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,
infinitive (nafnháttur),að geltast,,,,
supine (sagnbót),gelst,,,,
present participle (lýsingarháttur nútíðar),"geltandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,
present (nútíð),ég geltist,við geltumst,present (nútíð),ég geltist,við geltumst
þú geltist,þið geltist,þú geltist,þið geltist,,
"hann, hún, það geltist","þeir, þær, þau geltast","hann, hún, það geltist","þeir, þær, þau geltist",,
,,,,,
past (þátíð),ég geltist,við geltumst,past (þátíð),ég geltist,við geltumst
þú geltist,þið geltust,þú geltist,þið geltust,,
"hann, hún, það geltist","þeir, þær, þau geltust","hann, hún, það geltist","þeir, þær, þau geltust",,
,,,,,
imperative (boðháttur),gelst (þú),geltist (þið),,,
Forms with appended personal pronoun,,,,,
gelstu,geltisti *,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,
