0,1,2,3,4,5
infinitive (nafnháttur),V;NFIN,,,,
supine (sagnbót),V.CVB,,,,
present participle (lýsingarháttur nútíðar),V.PTCP;PRS,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,
present (nútíð),V;IND;PRS;1;SG,V;IND;PRS;1;PL,present (nútíð),V;SBJV;PST;1;SG,V;SBJV;PST;1;PL
V;IND;PST;2;SG,V;IND;PRS;2;PL,V;SBJV;PRS;2;SG,V;SBJV;PRS;2;PL,,
V;IND;PST;3;SG,V;IND;PRS;3;PL,V;SBJV;PRS;3;SG,V;SBJV;PRS;3;PL,,
,,,,,
past (þátíð),V;IND;PST;1;SG,V;IND;PRS;1;PL,past (þátíð),V;SBJV;PST;1;SG,V;SBJV;PST;1;PL
V;IND;PST;2;SG,V;IND;PST;2;PL,V;SBJV;PST;2;SG,V;SBJV;PST;2;PL,,
V;IND;PST;3;SG,V;IND;PST;3;PL,V;SBJV;PST;3;SG,V;SBJV;PST;3;PL,,
,,,,,
imperative (boðháttur),V;IMP;2;SG,V;IMP;2;PL,,,
Forms with appended personal pronoun,,,,,
gortaðu,gortiði *,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,
