0,1,2,3
singular,masculine,feminine,neuter
nominative,slægur,slæg,slægt
accusative,slægan,slæga,slægt
dative,slægum,slægri,slægu
genitive,slægs,slægrar,slægs
plural,masculine,feminine,neuter
nominative,slægir,slægar,slæg
accusative,slæga,slægar,slæg
dative,slægum,slægum,slægum
genitive,slægra,slægra,slægra
singular,masculine,feminine,neuter
nominative,slægi,slæga,slæga
accusative,slæga,slægu,slæga
dative,slæga,slægu,slæga
genitive,slæga,slægu,slæga
plural,masculine,feminine,neuter
nominative,slægu,slægu,slægu
accusative,slægu,slægu,slægu
dative,slægu,slægu,slægu
genitive,slægu,slægu,slægu
singular,masculine,feminine,neuter
nominative,slægari,slægari,slægara
accusative,slægari,slægari,slægara
dative,slægari,slægari,slægara
genitive,slægari,slægari,slægara
plural,masculine,feminine,neuter
nominative,slægari,slægari,slægari
accusative,slægari,slægari,slægari
dative,slægari,slægari,slægari
genitive,slægari,slægari,slægari
singular,masculine,feminine,neuter
nominative,slægastur,slægust,slægast
accusative,slægastan,slægasta,slægast
dative,slægustum,slægastri,slægustu
genitive,slægasts,slægastrar,slægasts
plural,masculine,feminine,neuter
nominative,slægastir,slægastar,slægust
accusative,slægasta,slægastar,slægust
dative,slægustum,slægustum,slægustum
genitive,slægastra,slægastra,slægastra
singular,masculine,feminine,neuter
nominative,slægasti,slægasta,slægasta
accusative,slægasta,slægustu,slægasta
dative,slægasta,slægustu,slægasta
genitive,slægasta,slægustu,slægasta
plural,masculine,feminine,neuter
nominative,slægustu,slægustu,slægustu
accusative,slægustu,slægustu,slægustu
dative,slægustu,slægustu,slægustu
genitive,slægustu,slægustu,slægustu
m-s1,singular,,
,indefinite,definite,
nominative,slægur,slægurinn,
accusative,slæg,slæginn,
dative,slæg,slægnum,
genitive,slægs,slægsins,
