0,1,2,3,4
Picture dictionary,,,,
"lófi úlnliður þumall (þumalfingur) vísifingur  (bendifingur) langatöng  (langastöng) baugfingur  (hringfingur)  litlifingur  (litliputti, lilliputti)",,,,
Click on labels in the image,Click on labels in the image,,,
Click on labels in the image,,,,
handleggur,handleggur,handleggur,,
handleggur,handleggur,,,
handleggur,,,,
Click on labels in the image,,,,
handleggur,handleggur,,,
handleggur,,,,
handleggur,,,,
listen,,(file),,
fingur,singular,plural,,
,indefinite,definite,indefinite,definite
nominative,vísifingur,vísifingurinn,vísifingur,vísifingurnir
accusative,vísifingur,vísifingurinn,vísifingur,vísifingurna
dative,vísifingri,vísifingrinum,vísifingrum,vísifingrunum
genitive,vísifingurs,vísifingursins,vísifingra,vísifingranna
