0,1,2,3,4
PIE root,,,,
*h₂ey-,,,,
Number,Singular,,Plural,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter
nominative,iuvenis,,iuvenēs,iuvenia
genitive,iuvenium,,,
dative,iuvenī,iuvenibus,,
accusative,iuvenem,iuvenis,iuvenēs,iuvenia
ablative,iuvenī,iuvenibus,,
vocative,iuvenis,iuvenēs,iuvenia,
Case,Singular,Plural,,
nominative,iuvenis,iuvenēs,,
genitive,iuvenis,iuvenum,,
dative,iuvenī,iuvenibus,,
accusative,iuvenem,iuvenēs,,
ablative,iuvene,iuvenibus,,
vocative,iuvenis,iuvenēs,,
iūnior  iuvenior  iūnīx  iuvenālis  iuvenculascō  iuvenculus,,iuvencus  iuvenēscō  iuvenīlis  iuvenīlitās  iuvenīliter,,iuvenor  iuventa  iuventās  Iuventās  iuventūs
"Aragonese: choven  Aromanian: gioni  Asturian: xoven  Catalan: jove  Dalmatian: jaun  English: juvenile  French: jeune  Friulian: zovin, ğovin  Galician: xove  Istriot: zuvena  Italian: giovane",,"Occitan: jove, jouine  Old French: juevre  Portuguese: jovem  Romanian: june  Romansch: giuven, gioven  Sardinian: giovanu, cioanu, giovunu  Sicilian: giùvini  Spanish: joven  Venetian: xovane  Walloon: djonne",,
