0,1,2,3
Number,Plural,,
Case / Gender,Masculine,Feminine,Neuter
nominative,octōnī,octōnae,octōna
genitive,octōnōrum,octōnārum,octōnōrum
dative,octōnīs,,
accusative,octōnōs,octōnās,octōna
ablative,octōnīs,,
vocative,octōnī,octōnae,octōna
