0,1,2,3,4
Audio (Classical),,(file),,
Case,Singular,Plural,,
nominative,canis,canēs,,
genitive,canis,canum,,
dative,canī,canibus,,
accusative,canem,canēs,,
ablative,cane,canibus,,
vocative,canis,canēs,,
canārius  canātim  canīcula,,canīculāris  canīculus,,caniformis  canīnus
"Albanian: qen  Aragonese: can  Aromanian: cãni, cãne  Asturian: can  Catalan: ca  Corsican: cane  Dalmatian: cun, cuon  Franco-Provençal: chin  French: chien  Friulian: cjan, čhan  Istriot: can  Istro-Romanian: căre  Italian: cane  Ladin: cian  Ligurian: can  Lombard: cà  Megleno-Romanian: cǫini",,"Norman: qùyin (France)  Occitan: can  Old Portuguese: can  Galician: can  Portuguese: cão  Picard: tchien, kien, quien  Romagnol: can  Romanian: câine  Romansch: chaun, tgaun, chan  Sardinian:  Campidanese: cani  Logudorese: cane  Sicilian: cani  Spanish: can  Venetian: can  Walloon: tchén",,
