0,1,2
Audio (Classical),,(file)
Case,Singular,Plural
nominative,fīlia,fīliae
genitive,fīliae,fīliārum
dative,fīliae,fīliīs
accusative,fīliam,fīliās
ablative,fīliā,fīliīs
vocative,fīlia,fīliae
Case,Singular,Plural
nominative,fīlia,fīliae
genitive,fīliae,fīliārum
dative,fīliae,fīliābus
accusative,fīliam,fīliās
ablative,fīliā,fīliābus
vocative,fīlia,fīliae
fīliālis  fīliaster  fīliastra,,fīlietās  fīliolus  fīlius
"Aragonese: filla  Aromanian: hilji, hilje  Asturian: fía  Catalan: filla  Dalmatian: felja  French: fille  Friulian: fie  Galician: filla  Istro-Romanian: fiľa  Italian: figlia  Norman: fil'ye",,"Megleno-Romanian: il'ă  Occitan: filha  Portuguese: filha  Romanian: fie  Romansch: figlia, feglia  Sardinian: filla, fiza, fitza  Sicilian: figghia, fiza  Spanish: hija  Venetian: fia  Walloon: feye"
