0,1,2,3,4,5,6,7
Case,Singular,Plural,,,,,
nominative,susurrō,susurrōnēs,,,,,
genitive,susurrōnis,susurrōnum,,,,,
dative,susurrōnī,susurrōnibus,,,,,
accusative,susurrōnem,susurrōnēs,,,,,
ablative,susurrōne,susurrōnibus,,,,,
vocative,susurrō,susurrōnēs,,,,,
Conjugation of susurro (first conjugation),,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,susurrō,susurrās,susurrat,susurrāmus,susurrātis,susurrant
imperfect,susurrābam,susurrābās,susurrābat,susurrābāmus,susurrābātis,susurrābant,
future,susurrābō,susurrābis,susurrābit,susurrābimus,susurrābitis,susurrābunt,
perfect,susurrāvī,susurrāvistī,susurrāvit,susurrāvimus,susurrāvistis,"susurrāvērunt, susurrāvēre",
pluperfect,susurrāveram,susurrāverās,susurrāverat,susurrāverāmus,susurrāverātis,susurrāverant,
future perfect,susurrāverō,susurrāveris,susurrāverit,susurrāverimus,susurrāveritis,susurrāverint,
passive,present,susurror,"susurrāris, susurrāre",susurrātur,susurrāmur,susurrāminī,susurrantur
imperfect,susurrābar,"susurrābāris, susurrābāre",susurrābātur,susurrābāmur,susurrābāminī,susurrābantur,
future,susurrābor,"susurrāberis, susurrābere",susurrābitur,susurrābimur,susurrābiminī,susurrābuntur,
perfect,susurrātus + present active indicative of sum,,,,,,
pluperfect,susurrātus + imperfect active indicative of sum,,,,,,
future perfect,susurrātus + future active indicative of sum,,,,,,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,susurrem,susurrēs,susurret,susurrēmus,susurrētis,susurrent
imperfect,susurrārem,susurrārēs,susurrāret,susurrārēmus,susurrārētis,susurrārent,
perfect,susurrāverim,susurrāverīs,susurrāverit,susurrāverīmus,susurrāverītis,susurrāverint,
pluperfect,susurrāvissem,susurrāvissēs,susurrāvisset,susurrāvissēmus,susurrāvissētis,susurrāvissent,
passive,present,susurrer,"susurrēris, susurrēre",susurrētur,susurrēmur,susurrēminī,susurrentur
imperfect,susurrārer,"susurrārēris, susurrārēre",susurrārētur,susurrārēmur,susurrārēminī,susurrārentur,
perfect,susurrātus + present active subjunctive of sum,,,,,,
pluperfect,susurrātus + imperfect active subjunctive of sum,,,,,,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,susurrā,—,—,susurrāte,—
future,—,susurrātō,susurrātō,—,susurrātōte,susurrantō,
passive,present,—,susurrāre,—,—,susurrāminī,—
future,—,susurrātor,susurrātor,—,—,susurrantor,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,susurrāre,susurrāvisse,susurrātūrus esse,susurrārī,susurrātus esse,susurrātum īrī,
participles,susurrāns,—,susurrātūrus,—,susurrātus,susurrandus,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
susurrāre,susurrandī,susurrandō,susurrandum,susurrātum,susurrātū,,
"Aromanian: shushuredz, shushurari  English: susurrate  French: susurrer  Italian: sussurrare",,"Portuguese: sussurrar  Romanian: susura, susurare  Spanish: susurrar",,,,,
