0,1,2
PIE root,,
*(s)kleh₂w-,,
Audio (Classical),,(file)
Case,Singular,Plural
nominative,clāvis,clāvēs
genitive,clāvis,clāvium
dative,clāvī,clāvibus
accusative,clāvemclāvim,clāvēsclāvīs
ablative,clāveclāvī,clāvibus
vocative,clāvis,clāvēs
clāvicārius  clāvīchordium  clāvīcula  clāvīculārius,,clāviger  clāvis aurea  conclāve  sub clāve
claudō  claustellum  claustrārius  claustrum,,clausula  clausum  clausūra  clausus
"Aromanian: cljai, cljae  Asturian: llave  Catalan: clau  Dalmatian: cluf  English: clavis  Franco-Provençal: clâ  French: clé, clef  Friulian: clâf, clâv  Galician: chave  Gallo: tié  Hindi: चाबी ‎(cābī)  Istriot: ciave  Italian: chiave",,"Norman: clié  Marathi: चावी ‎(cāvī)  Occitan: clau  Portuguese: chave  Romagnol: cêv  Romanian: cheie  Romansch: clav  Sardinian: ciae, ciai, crai  Sicilian: chiàvi, chiavi  Spanish: clave, llave  Turkish: kılavuz  Venetian: ciave  Walloon: clé"
