0,1,2,3,4,5,6,7
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,düşünürüm,düşünürsün,düşünür,düşünürüz,düşünürsünüz,düşünürler
present continuous,düşünüyorum,düşünüyorsun,düşünüyor,düşünüyoruz,düşünüyorsunuz,düşünüyorlar,
past definite,düşündüm,düşündün,düşündü,düşündük,düşündünüz,düşündüler,
past continuous,düşünüyordum,düşünüyordun,düşünüyordu,düşünüyorduk,düşünüyordunuz,düşünüyorlardı,
future simple,düşüneceğim,düşüneceksin,düşünecek,düşüneceğiz,düşüneceksiniz,düşünecekler,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,düşünür müyüm?,düşünür müsün?,düşünür mü?,düşünür müyüz?,düşünür müsünüz?,düşünürler mi?
present continuous,düşünüyor muyum?,düşünüyor musun?,düşünüyor mu?,düşünüyor muyuz?,düşünüyor musunuz?,düşünüyorlar mı?,
past definite,düşündüm mü?,düşündün mü?,düşündü mü?,düşündük mü?,düşündünüz mü?,düşündüler mü?,
past continuous,düşünüyor muydum?,düşünüyor muydun?,düşünüyor muydu?,düşünüyor muyduk?,düşünüyor muydunuz?,düşünüyorlar mıydı?,
future simple,düşünecek miyim?,düşünecek misin?,düşünecek mi?,düşünecek miyiz?,düşünecek misiniz?,düşünecekler mi?,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,düşünmem,düşünmezsin,düşünmez,düşünmeyiz,düşünmezsiniz,düşünmezler
present continuous,düşünmüyorum,düşünmüyorsun,düşünmüyor,düşünmüyoruz,düşünmüyorsunuz,düşünmüyorlar,
past definite,düşünmedim,düşünmedin,düşünmedi,düşünmedik,düşünmediniz,düşünmediler,
past continuous,düşünmüyordum,düşünmüyordun,düşünmüyordu,düşünmüyorduk,düşünmüyordunuz,düşünmüyordular,
future simple,düşünmeyeceğim,düşünmeyeceksin,düşünmeyecek,düşünmeyeceğiz,düşünmeyeceksiniz,düşünmeyecekler,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,düşünmez miyim?,düşünmez misin?,düşünmez mi?,düşünmez miyiz?,düşünmez misiniz?,düşünmezler mi?
present continuous,düşünmüyor muyum?,düşünmüyor musun?,düşünmüyor mu?,düşünmüyor muyuz?,düşünmüyor musunuz?,düşünmüyorlar mı?,
past definite,düşünmedim mi?,düşünmedin mi?,düşünmedi mi?,düşünmedik mi?,düşünmediniz mi?,düşünmediler mi?,
past continuous,düşünmüyor muydum?,düşünmüyor muydun?,düşünmüyor muydu?,düşünmüyor muyduk?,düşünmüyor muydunuz?,düşünmüyorlar mıydı?,
future simple,düşünmeyecek miyim?,düşünmeyecek misin?,düşünmeyecek mi?,düşünmeyecek miyiz?,düşünmeyecek misiniz?,düşünmeyecekler mi?,
