0,1,2,3,4
,singular (tekil),plural (çoğul),,
nominative (yalın),ada,adalar,,
definite accusative (belirtme),adayı,adaları,,
dative (yönelme),adaya,adalara,,
locative (bulunma),adada,adalarda,,
ablative (çıkma),adadan,adalardan,,
genitive (tamlayan),adanın,adaların,,
nominative,singular,plural,,
benim (my),adam,adalarım,,
senin (your),adan,adaların,,
onun (her/his/its),adası,adaları,,
bizim (our),adamız,adalarımız,,
sizin (your),adanız,adalarınız,,
onların (their),adası / adaları,adaları,,
accusative,singular,plural,,
benim (my),adamı,adalarımı,,
senin (your),adanı,adalarını,,
onun (her/his/its),adasını,adalarını,,
bizim (our),adamızı,adalarımızı,,
sizin (your),adanızı,adalarınızı,,
onların (their),adasını / adalarını,adalarını,,
dative,singular,plural,,
benim (my),adama,adalarıma,,
senin (your),adana,adalarına,,
onun (her/his/its),adasına,adalarına,,
bizim (our),adamıza,adalarımıza,,
sizin (your),adanıza,adalarınıza,,
onların (their),adasına / adalarına,adalarına,,
locative,singular,plural,,
benim (my),adamda,adalarımda,,
senin (your),adanda,adalarında,,
onun (her/his/its),adasında,adalarında,,
bizim (our),adamızda,adalarımızda,,
sizin (your),adanızda,adalarınızda,,
onların (their),adasında / adalarında,adalarında,,
ablative,singular,plural,,
benim (my),adamdan,adalarımdan,,
senin (your),adandan,adalarından,,
onun (her/his/its),adasından,adalarından,,
bizim (our),adamızdan,adalarımızdan,,
sizin (your),adanızdan,adalarınızdan,,
onların (their),adasından / adalarından,adalarından,,
genitive,singular,plural,,
benim (my),adamın,adalarımın,,
senin (your),adanın,adalarının,,
onun (her/his/its),adasının,adalarının,,
bizim (our),adamızın,adalarımızın,,
sizin (your),adanızın,adalarınızın,,
onların (their),adasının / adalarının,adalarının,,
Simple Present,singular,plural,,
ben (I am),adayım,adalarım*,,
sen (you are),adasın,adalarsın*,,
o (he/she/it is),ada / adadır,adalar* / adalardır*,,
biz (we are),adayız,adalarız,,
siz (you are),adasınız,adalarsınız,,
onlar (they are),adalar,adalardır,,
Simple Past,singular,plural,,
ben (I was),adaydım,adalardım*,,
sen (you were),adaydın,adalardın*,,
o (he/she/it was),adaydı,adalardı*,,
biz (we were),adaydık,adalardık,,
siz (you were),adaydınız,adalardınız,,
onlar (they were),adaydılar,adalardı,,
Aorist,singular,plural,,
ben (I was),adaymışım,adalarmışım*,,
sen (you were),adaymışsın,adalarmışsın*,,
o (he/she/it was),adaymış,adalarmış*,,
biz (we were),adaymışız,adalarmışız,,
siz (you were),adaymışsınız,adalarmışsınız,,
onlar (they were),adaymışlar,adalarmış,,
Balear Adaları ‎(“Balearic Islands”)  Cook Adaları ‎(“Cook Islands”),,Falkland Adaları ‎(“Falkland Islands”)  Faroe Adaları ‎(“Faroe Islands”),,Marshall Adaları ‎(“Marshall Islands”)
