0,1,2,3,4
present tense,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I am),ADJ;LGSPEC1;PRS;1;SG;POS;DECL,ADJ;LGSPEC1;PRS;1;SG;POS;INTR,ADJ;LGSPEC1;PRS;1;SG;NEG;DECL,ADJ;LGSPEC1;PRS;1;SG;NEG;INTR
sen (you are),ADJ;LGSPEC1;PRS;2;SG;POS;DECL,ADJ;LGSPEC1;PRS;2;SG;POS;INTR,ADJ;LGSPEC1;PRS;2;SG;NEG;DECL,ADJ;LGSPEC1;PRS;2;SG;NEG;INTR
o (he/she/it is),ADJ;LGSPEC1;PRS;3;SG;POS;DECL,ADJ;LGSPEC1;PRS;3;SG;POS;INTR,ADJ;LGSPEC1;PRS;3;SG;NEG;DECL,ADJ;LGSPEC1;PRS;3;SG;NEG;INTR
biz (we are),ADJ;LGSPEC1;PRS;1;PL;POS;DECL,ADJ;LGSPEC1;PRS;1;PL;POS;INTR,ADJ;LGSPEC1;PRS;1;PL;NEG;DECL,ADJ;LGSPEC1;PRS;1;PL;NEG;INTR
siz (you are),ADJ;LGSPEC1;PRS;2;PL;POS;DECL,ADJ;LGSPEC1;PRS;2;PL;POS;INTR,ADJ;LGSPEC1;PRS;2;PL;NEG;DECL,ADJ;LGSPEC1;PRS;2;PL;NEG;INTR
onlar (they are),ADJ;LGSPEC1;PRS;3;PL;POS;DECL,ADJ;LGSPEC1;PRS;3;PL;POS;INTR,ADJ;LGSPEC1;PRS;3;PL;NEG;DECL,ADJ;LGSPEC1;PRS;3;PL;NEG;INTR
past tense,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I was),ADJ;LGSPEC1;PST;1;SG;POS;DECL,ADJ;LGSPEC1;PST;1;SG;POS;INTR,ADJ;LGSPEC1;PST;1;SG;NEG;DECL,ADJ;LGSPEC1;PST;1;SG;NEG;INTR
sen (you were),ADJ;LGSPEC1;PST;2;SG;POS;DECL,ADJ;LGSPEC1;PST;2;SG;POS;INTR,ADJ;LGSPEC1;PST;2;SG;NEG;DECL,ADJ;LGSPEC1;PST;2;SG;NEG;INTR
o (he/she/it was),ADJ;LGSPEC1;PST;3;SG;POS;DECL,ADJ;LGSPEC1;PST;3;SG;POS;INTR,ADJ;LGSPEC1;PST;3;SG;NEG;DECL,ADJ;LGSPEC1;PST;3;SG;NEG;INTR
biz (we were),ADJ;LGSPEC1;PST;1;PL;POS;DECL,ADJ;LGSPEC1;PST;1;PL;POS;INTR,ADJ;LGSPEC1;PST;1;PL;NEG;DECL,ADJ;LGSPEC1;PST;1;PL;NEG;INTR
siz (you were),ADJ;LGSPEC1;PST;2;PL;POS;DECL,ADJ;LGSPEC1;PST;2;PL;POS;INTR,ADJ;LGSPEC1;PST;2;PL;NEG;DECL,ADJ;LGSPEC1;PST;2;PL;NEG;INTR
onlar (they were),ADJ;LGSPEC1;PST;3;PL;POS;DECL,ADJ;LGSPEC1;PST;3;PL;POS;INTR,ADJ;LGSPEC1;PST;3;PL;NEG;DECL,ADJ;LGSPEC1;PST;3;PL;NEG;INTR
indirect past,,,,
,"positive, declarative","positive, interrogative","negative, declarative","negative, interrogative"
ben (I was),ADJ;LGSPEC1;LGSPEC2;1;SG;POS;DECL,ADJ;LGSPEC1;LGSPEC2;1;SG;POS;INTR,ADJ;LGSPEC1;LGSPEC2;1;SG;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;1;SG;NEG;INTR
sen (you were),ADJ;LGSPEC1;LGSPEC2;2;SG;POS;DECL,ADJ;LGSPEC1;LGSPEC2;2;SG;POS;INTR,ADJ;LGSPEC1;LGSPEC2;2;SG;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;2;SG;NEG;INTR
o (he/she/it was),ADJ;LGSPEC1;LGSPEC2;3;SG;POS;DECL,ADJ;LGSPEC1;LGSPEC2;3;SG;POS;INTR,ADJ;LGSPEC1;LGSPEC2;3;SG;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;3;SG;NEG;INTR
biz (we were),ADJ;LGSPEC1;LGSPEC2;1;PL;POS;DECL,ADJ;LGSPEC1;LGSPEC2;1;PL;POS;INTR,ADJ;LGSPEC1;LGSPEC2;1;PL;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;1;PL;NEG;INTR
siz (you were),ADJ;LGSPEC1;LGSPEC2;2;PL;POS;DECL,ADJ;LGSPEC1;LGSPEC2;2;PL;POS;INTR,ADJ;LGSPEC1;LGSPEC2;2;PL;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;2;PL;NEG;INTR
onlar (they were),ADJ;LGSPEC1;LGSPEC2;3;PL;POS;DECL,ADJ;LGSPEC1;LGSPEC2;3;PL;POS;INTR,ADJ;LGSPEC1;LGSPEC2;3;PL;NEG;DECL,ADJ;LGSPEC1;LGSPEC2;3;PL;NEG;INTR
