0,1,2,3,4,5,6,7
"Cognate with Karakhanid [script needed] ‎(çekmēk, “to draw”), Azeri çekmək ‎(“to smoke”), Chagatai [script needed] ‎(çekmek, “to pull”), Kipchak [Arabic needed] ‎(çek-, “to pull”), Kyrgyz чегүү ‎(çegüü, “to pull, undergo”), Turkmen çekmek ‎(“to pull, draw”), Uyghur چەكمەك ‎(chekmek, “to undergo”), Uzbek chekmoq ‎(“to pull”).",,,,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,çekerim,çekersin,çeker,çekeriz,çekersiniz,çekerler
present continuous,çekiyorum,çekiyorsun,çekiyor,çekiyoruz,çekiyorsunuz,çekiyorlar,
past definite,çektim,çektin,çekti,çektik,çektiniz,çektiler,
past continuous,çekiyordum,çekiyordun,çekiyordu,çekiyorduk,çekiyordunuz,çekiyorlardı,
future simple,çekeceğim,çekeceksin,çekecek,çekeceğiz,çekeceksiniz,çekecekler,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,çeker miyim?,çeker misin?,çeker mi?,çeker miyiz?,çeker misiniz?,çekerler mi?
present continuous,çekiyor muyum?,çekiyor musun?,çekiyor mu?,çekiyor muyuz?,çekiyor musunuz?,çekiyorlar mı?,
past definite,çektim mi?,çektin mi?,çekti mi?,çektik mi?,çektiniz mi?,çektiler mi?,
past continuous,çekiyor muydum?,çekiyor muydun?,çekiyor muydu?,çekiyor muyduk?,çekiyor muydunuz?,çekiyorlar mıydı?,
future simple,çekecek miyim?,çekecek misin?,çekecek mi?,çekecek miyiz?,çekecek misiniz?,çekecekler mi?,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,çekmem,çekmezsin,çekmez,çekmeyiz,çekmezsiniz,çekmezler
present continuous,çekmiyorum,çekmiyorsun,çekmiyor,çekmiyoruz,çekmiyorsunuz,çekmiyorlar,
past definite,çekmedim,çekmedin,çekmedi,çekmedik,çekmediniz,çekmediler,
past continuous,çekmiyordum,çekmiyordun,çekmiyordu,çekmiyorduk,çekmiyordunuz,çekmiyordular,
future simple,çekmeyeceğim,çekmeyeceksin,çekmeyecek,çekmeyeceğiz,çekmeyeceksiniz,çekmeyecekler,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person,3rd person,
,ben,sen,o,biz,siz,onlar,
indicative,present simple,çekmez miyim?,çekmez misin?,çekmez mi?,çekmez miyiz?,çekmez misiniz?,çekmezler mi?
present continuous,çekmiyor muyum?,çekmiyor musun?,çekmiyor mu?,çekmiyor muyuz?,çekmiyor musunuz?,çekmiyorlar mı?,
past definite,çekmedim mi?,çekmedin mi?,çekmedi mi?,çekmedik mi?,çekmediniz mi?,çekmediler mi?,
past continuous,çekmiyor muydum?,çekmiyor muydun?,çekmiyor muydu?,çekmiyor muyduk?,çekmiyor muydunuz?,çekmiyorlar mıydı?,
future simple,çekmeyecek miyim?,çekmeyecek misin?,çekmeyecek mi?,çekmeyecek miyiz?,çekmeyecek misiniz?,çekmeyecekler mi?,
cartayı çekmek  fotoğraf çekmek,,otostop çekmek,,otuz bir çekmek,,,
çekçek  çekebilmek  çekecek  çekek  çekememek  çeker  çekici,,çekik  çekilmek  çekim  çekinmek  çekişmek  çekiş  çeki,,çekmece  çekmemek  çekme  çekmiş  çektirmek  çekyat,,,
