0,1,2,3,4
,singular (tekil),plural (çoğul),,
nominative (yalın),renk,renkler,,
definite accusative (belirtme),rengi,renkleri,,
dative (yönelme),renge,renklere,,
locative (bulunma),renkte,renklerde,,
ablative (çıkma),renkten,renklerden,,
genitive (tamlayan),rengin,renklerin,,
Colors in Turkish · renkler (layout · text),,,,
"kırmızı, kızıl",yeşil,sarı,bej,"beyaz, ak"
"kırmızı, al",pembe,turkuaz,limon çürüğü,yavruağzı
mor,lacivert,turuncu,"gri, boz",eflatun
"siyah, kara",mor,"kahverengi, boz",gök,"mavi,"
