0,1,2,3,4
Revised transcription,mothada,,,
Revised transliteration,moshada,,,
McCune–Reischauer,mothada,,,
Yale,moshata,,,
Stems,,,,
Stem 1,못하 (motha),,,
Stem 2,못해 (mothae),,,
Stem 2a,못하여 (mothayeo),,,
Stem 3,못하 (motha),,,
Conjugation type,"Vowel-stem, 하(ha)-irregular",,,
Sentence-final forms,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,못한다mothandapast: 못했다mothaetda,못해mothaepast: 못했어mothaesseo,못해요mothaeyopast: 못했어요mothaesseoyo,못합니다mothamnidapast: 못했습니다mothaetseumnida
Interrogative,못하느냐mothaneunyapast: 못했느냐mothaenneunya,못해mothaepast: 못했어mothaesseo,못해요mothaeyopast: 못했어요mothaesseoyo,못합니까mothamnikkapast: 못했습니까mothaetseumnikka
hortative,못하자mothaja,못해mothae,못해요mothaeyo,못합시다mothapsida
Assertive,못하겠다mothagetda,못하겠어mothagesseo,못하겠어요mothagesseoyo,못하겠습니다mothagetseumnida
Connective forms,,,,
Cause/Reason,못해mothae,"못해서, 못하여서mothaeseo, mothayeoseo",못하니mothani,못하니까mothanikka
Contrast,못하지만mothajiman,못하는데mothaneunde,못하더니mothadeoni,
Conjunction,못하고mothago,,,
Condition,못하면mothamyeon,"못해야, 못하여야mothaeya, mothayeoya",,
Motive,못하려고motharyeogo,,,
Noun and determiner forms,,,,
Verbal nouns,못함motham,못하기mothagi,,
Past-tense verbal nouns,"못했음, 못하였음mothaesseum, mothayeosseum","못했기, 못하였기mothaetgi, mothayeotgi",,
Determiners,past,못한mothan,,
present,못하는mothaneun,,,
future,못할mothal,,,
Sentence-final forms with honorific,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,못하신다mothasindapast: 못하셨다mothasyeotda,못하셔mothasyeopast: 못하셨어mothasyeosseo,"못하세요, 못하셔요mothaseyo, mothasyeoyopast: 못하셨어요mothasyeosseoyo",못하십니다mothasimnidapast: 못하셨습니다mothasyeotseumnida
Interrogative,못하시느냐mothasineunyapast: 못하셨느냐mothasyeonneunya,못하셔mothasyeopast: 못하셨어mothasyeosseo,"못하세요, 못하셔요mothaseyo, mothasyeoyopast: 못하셨어요mothasyeosseoyo",못하십니까mothasimnikkapast: 못하셨습니까mothasyeotseumnikka
Assertive,못하시겠다mothasigetda,못하시겠어mothasigesseo,못하시겠어요mothasigesseoyo,못하시겠습니다mothasigetseumnida
Connective honforms with honorific,,,,
Cause/Reason,못하셔mothasyeo,못하셔서mothasyeoseo,못하시니mothasini,못하시니까mothasinikka
Contrast,못하시지만mothasijiman,못하시는데mothasineunde,못하시더니mothasideoni,
Conjunction,못하시고mothasigo,,,
Condition,못하시면mothasimyeon,못하셔야mothasyeoya,,
Motive,못하시려고mothasiryeogo,,,
Noun and determiner honforms with honorific,,,,
Verbal nouns,못하심mothasim,못하시기mothasigi,,
Past-tense verbal nouns,못하셨음mothasyeosseum,못하셨기mothasyeotgi,,
Determiners,past,못하신mothasin,,
present,못하시는mothasineun,,,
future,못하실mothasil,,,
