0,1,2,3,4
Stems,,,,
Stem 1,가시 (gasi),,,
Stem 2,가셔 (gasyeo),,,
Stem 2a,가세 (gase),,,
Stem 3,가시 (gasi),,,
Conjugation type,"Vowel-stem, 시(si)-irregular",,,
Sentence-final forms,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,가신다gasindapast: 가셨다gasyeotda,가셔gasyeopast: 가셨어gasyeosseo,"가세요, 가셔요gaseyo, gasyeoyopast: 가셨어요gasyeosseoyo",가십니다gasimnidapast: 가셨습니다gasyeotseumnida
Interrogative,가시느냐gasineunyapast: 가셨느냐gasyeonneunya,가셔gasyeopast: 가셨어gasyeosseo,"가세요, 가셔요gaseyo, gasyeoyopast: 가셨어요gasyeosseoyo",가십니까gasimnikkapast: 가셨습니까gasyeotseumnikka
imperative,,,"가세요, 가셔요gaseyo, gasyeoyo",가십시오gasipsio
Assertive,가시겠다gasigetda,가시겠어gasigesseo,가시겠어요gasigesseoyo,가시겠습니다gasigetseumnida
Connective forms,,,,
Cause/Reason,가셔gasyeo,가셔서gasyeoseo,가시니gasini,가시니까gasinikka
Contrast,가시지만gasijiman,가시는데gasineunde,가시더니gasideoni,
Conjunction,가시고gasigo,,,
Condition,가시면gasimyeon,가셔야gasyeoya,,
Motive,가시려고gasiryeogo,,,
Noun and determiner forms,,,,
Verbal nouns,가심gasim,가시기gasigi,,
Past-tense verbal nouns,가셨음gasyeosseum,가셨기gasyeotgi,,
Determiners,past,가신gasin,,
present,가시는gasineun,,,
future,가실gasil,,,
