0,1,2,3,4
Revised transcription,anihada,,,
Revised transliteration,anihada,,,
McCune–Reischauer,anihada,,,
Yale,anihata,,,
Stems,,,,
Stem 1,아니하 (aniha),,,
Stem 2,아니해 (anihae),,,
Stem 2a,아니하여 (anihayeo),,,
Stem 3,아니하 (aniha),,,
Conjugation type,"Vowel-stem, 하(ha)-irregular",,,
Sentence-final forms,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,아니하다anihadapast: 아니했다anihaetda,아니해anihaepast: 아니했어anihaesseo,아니해요anihaeyopast: 아니했어요anihaesseoyo,아니합니다anihamnidapast: 아니했습니다anihaetseumnida
Interrogative,아니하냐anihanyapast: 아니했냐anihaennya,아니해anihaepast: 아니했어anihaesseo,아니해요anihaeyopast: 아니했어요anihaesseoyo,아니합니까anihamnikkapast: 아니했습니까anihaetseumnikka
Assertive,아니하겠다anihagetda,아니하겠어anihagesseo,아니하겠어요anihagesseoyo,아니하겠습니다anihagetseumnida
Connective forms,,,,
Cause/Reason,아니해anihae,"아니해서, 아니하여서anihaeseo, anihayeoseo",아니하니anihani,아니하니까anihanikka
Contrast,아니하지만anihajiman,아니한데anihande,아니하더니anihadeoni,
Conjunction,아니하고anihago,,,
Condition,아니하면anihamyeon,"아니해야, 아니하여야anihaeya, anihayeoya",,
Noun and determiner forms,,,,
Verbal nouns,아니함aniham,아니하기anihagi,,
Past-tense verbal nouns,"아니했음, 아니하였음anihaesseum, anihayeosseum","아니했기, 아니하였기anihaetgi, anihayeotgi",,
Determiners,present,,아니한anihan,
future,,아니할anihal,,
Sentence-final forms with honorific,,,,
,Plain (해라체),Informal (해체),Polite (해요체),Formal (하십시오체)
Indicative,아니하시다anihasidapast: 아니하셨다anihasyeotda,아니하셔anihasyeopast: 아니하셨어anihasyeosseo,"아니하세요, 아니하셔요anihaseyo, anihasyeoyopast: 아니하셨어요anihasyeosseoyo",아니하십니다anihasimnidapast: 아니하셨습니다anihasyeotseumnida
Interrogative,아니하시냐anihasinyapast: 아니하셨냐anihasyeonnya,아니하셔anihasyeopast: 아니하셨어anihasyeosseo,"아니하세요, 아니하셔요anihaseyo, anihasyeoyopast: 아니하셨어요anihasyeosseoyo",아니하십니까anihasimnikkapast: 아니하셨습니까anihasyeotseumnikka
Assertive,아니하시겠다anihasigetda,아니하시겠어anihasigesseo,아니하시겠어요anihasigesseoyo,아니하시겠습니다anihasigetseumnida
Connective forms with honorific,,,,
Cause/Reason,아니하셔anihasyeo,아니하셔서anihasyeoseo,아니하시니anihasini,아니하시니까anihasinikka
Contrast,아니하시지만anihasijiman,아니하신데anihasinde,아니하시더니anihasideoni,
Conjunction,아니하시고anihasigo,,,
Condition,아니하시면anihasimyeon,아니하셔야anihasyeoya,,
Noun and determiner forms with honorific,,,,
Verbal nouns,아니하심anihasim,아니하시기anihasigi,,
Past-tense verbal nouns,아니하셨음anihasyeosseum,아니하셨기anihasyeotgi,,
Determiners,present,,아니하신anihasin,
future,,아니하실anihasil,,
