0,1,2,3,4
Revised transcription,heungbunhada,,,
Revised transliteration,heungbun-hada,,,
McCune–Reischauer,hŭngbunhada,,,
Yale,hungpun.hata,,,
Stems,,,,
Stem 1,흥분하 (heungbunha),,,
Stem 2,흥분해 (heungbunhae),,,
Stem 2a,흥분하여 (heungbunhayeo),,,
Stem 3,흥분하 (heungbunha),,,
Conjugation type,"Vowel-stem, 하(ha)-irregular",,,
Sentence-final forms,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,흥분한다heungbunhandapast: 흥분했다heungbunhaetda,흥분해heungbunhaepast: 흥분했어heungbunhaesseo,흥분해요heungbunhaeyopast: 흥분했어요heungbunhaesseoyo,흥분합니다heungbunhamnidapast: 흥분했습니다heungbunhaetseumnida
Interrogative,흥분하느냐heungbunhaneunyapast: 흥분했느냐heungbunhaenneunya,흥분해heungbunhaepast: 흥분했어heungbunhaesseo,흥분해요heungbunhaeyopast: 흥분했어요heungbunhaesseoyo,흥분합니까heungbunhamnikkapast: 흥분했습니까heungbunhaetseumnikka
hortative,흥분하자heungbunhaja,흥분해heungbunhae,흥분해요heungbunhaeyo,흥분합시다heungbunhapsida
imperative,"흥분해라, 흥분하여라heungbunhaera, heungbunhayeora",흥분해heungbunhae,흥분해요heungbunhaeyo,흥분합시오heungbunhapsio
Assertive,흥분하겠다heungbunhagetda,흥분하겠어heungbunhagesseo,흥분하겠어요heungbunhagesseoyo,흥분하겠습니다heungbunhagetseumnida
Connective forms,,,,
Cause/Reason,흥분해heungbunhae,"흥분해서, 흥분하여서heungbunhaeseo, heungbunhayeoseo",흥분하니heungbunhani,흥분하니까heungbunhanikka
Contrast,흥분하지만heungbunhajiman,흥분하는데heungbunhaneunde,흥분하더니heungbunhadeoni,
Conjunction,흥분하고heungbunhago,,,
Condition,흥분하면heungbunhamyeon,"흥분해야, 흥분하여야heungbunhaeya, heungbunhayeoya",,
Motive,흥분하려고heungbunharyeogo,,,
Noun and determiner forms,,,,
Verbal nouns,흥분함heungbunham,흥분하기heungbunhagi,,
Past-tense verbal nouns,"흥분했음, 흥분하였음heungbunhaesseum, heungbunhayeosseum","흥분했기, 흥분하였기heungbunhaetgi, heungbunhayeotgi",,
Determiners,past,흥분한heungbunhan,,
present,흥분하는heungbunhaneun,,,
future,흥분할heungbunhal,,,
Sentence-final forms with honorific,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,흥분하신다heungbunhasindapast: 흥분하셨다heungbunhasyeotda,흥분하셔heungbunhasyeopast: 흥분하셨어heungbunhasyeosseo,"흥분하세요, 흥분하셔요heungbunhaseyo, heungbunhasyeoyopast: 흥분하셨어요heungbunhasyeosseoyo",흥분하십니다heungbunhasimnidapast: 흥분하셨습니다heungbunhasyeotseumnida
Interrogative,흥분하시느냐heungbunhasineunyapast: 흥분하셨느냐heungbunhasyeonneunya,흥분하셔heungbunhasyeopast: 흥분하셨어heungbunhasyeosseo,"흥분하세요, 흥분하셔요heungbunhaseyo, heungbunhasyeoyopast: 흥분하셨어요heungbunhasyeosseoyo",흥분하십니까heungbunhasimnikkapast: 흥분하셨습니까heungbunhasyeotseumnikka
imperative,흥분하시라heungbunhasira,흥분하셔heungbunhasyeo,흥분하세요heungbunhaseyo,흥분하십시오heungbunhasipsio
Assertive,흥분하시겠다heungbunhasigetda,흥분하시겠어heungbunhasigesseo,흥분하시겠어요heungbunhasigesseoyo,흥분하시겠습니다heungbunhasigetseumnida
Connective honforms with honorific,,,,
Cause/Reason,흥분하셔heungbunhasyeo,흥분하셔서heungbunhasyeoseo,흥분하시니heungbunhasini,흥분하시니까heungbunhasinikka
Contrast,흥분하시지만heungbunhasijiman,흥분하시는데heungbunhasineunde,흥분하시더니heungbunhasideoni,
Conjunction,흥분하시고heungbunhasigo,,,
Condition,흥분하시면heungbunhasimyeon,흥분하셔야heungbunhasyeoya,,
Motive,흥분하시려고heungbunhasiryeogo,,,
Noun and determiner honforms with honorific,,,,
Verbal nouns,흥분하심heungbunhasim,흥분하시기heungbunhasigi,,
Past-tense verbal nouns,흥분하셨음heungbunhasyeosseum,흥분하셨기heungbunhasyeotgi,,
Determiners,past,흥분하신heungbunhasin,,
present,흥분하시는heungbunhasineun,,,
future,흥분하실heungbunhasil,,,
