0,1,2,3,4
Revised transcription,wakjajikkeolhada,,,
Revised transliteration,wagjajikkeol-hada,,,
McCune–Reischauer,wakchajikkŏlhada,,,
Yale,wakqcacikkel.hata,,,
Stems,,,,
Stem 1,왁자지껄하 (wakjajikkeolha),,,
Stem 2,왁자지껄해 (wakjajikkeolhae),,,
Stem 2a,왁자지껄하여 (wakjajikkeolhayeo),,,
Stem 3,왁자지껄하 (wakjajikkeolha),,,
Conjugation type,"Vowel-stem, 하(ha)-irregular",,,
Sentence-final forms,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체)
Indicative,왁자지껄한다wakjajikkeolhandapast: 왁자지껄했다wakjajikkeolhaetda,왁자지껄해wakjajikkeolhaepast: 왁자지껄했어wakjajikkeolhaesseo,왁자지껄해요wakjajikkeolhaeyopast: 왁자지껄했어요wakjajikkeolhaesseoyo,왁자지껄합니다wakjajikkeolhamnidapast: 왁자지껄했습니다wakjajikkeolhaetseumnida
Interrogative,왁자지껄하느냐wakjajikkeolhaneunyapast: 왁자지껄했느냐wakjajikkeolhaenneunya,왁자지껄해wakjajikkeolhaepast: 왁자지껄했어wakjajikkeolhaesseo,왁자지껄해요wakjajikkeolhaeyopast: 왁자지껄했어요wakjajikkeolhaesseoyo,왁자지껄합니까wakjajikkeolhamnikkapast: 왁자지껄했습니까wakjajikkeolhaetseumnikka
hortative,왁자지껄하자wakjajikkeolhaja,왁자지껄해wakjajikkeolhae,왁자지껄해요wakjajikkeolhaeyo,왁자지껄합시다wakjajikkeolhapsida
imperative,"왁자지껄해라, 왁자지껄하여라wakjajikkeolhaera, wakjajikkeolhayeora",왁자지껄해wakjajikkeolhae,왁자지껄해요wakjajikkeolhaeyo,왁자지껄합시오wakjajikkeolhapsio
Assertive,왁자지껄하겠다wakjajikkeolhagetda,왁자지껄하겠어wakjajikkeolhagesseo,왁자지껄하겠어요wakjajikkeolhagesseoyo,왁자지껄하겠습니다wakjajikkeolhagetseumnida
Connective forms,,,,
