0,1,2,3,4,5
contrast,고마우시지만 (gomausijiman),고마우신데 (gomausinde),고마우시더니 (gomausideoni),conjunction 고마우시고 (gomausigo),
condition,고마우시면 (gomausimyeon),고마우셔야 (gomausyeoya),,,
Noun and determiner forms with honorific,,,,,
Verbal nouns,고마우심 (gomausim),고마우시기 (gomausigi),,,
Past-tense verbal nouns,고마우셨음 (gomausyeosseum),고마우셨기 (gomausyeotgi),,,
Determiners,,present 고마우신 (gomausin),future 고마우실 (gomausil),,
Stems,,,,,
Stem 1,고맙 (gomap),,,,
Stem 2,고마워 (gomawo),,,,
Stem 3,고마우 (gomau),,,,
Conjugation type,"Consonant-stem, ㅂ(p)-irregular",,,,
Sentence-final forms,,,,,
,Formal non polite(해라체),Informal non polite(해체),Informal polite(해요체),Formal polite(하십시오체),
Indicative,고맙다gomapdapast: 고마웠다gomawotda,고마워gomawopast: 고마웠어gomawosseo,고마워요gomawoyopast: 고마웠어요gomawosseoyo,고맙습니다gomapseumnidapast: 고마웠습니다gomawotseumnida,
Interrogative,고마우냐gomaunyapast: 고마웠냐gomawonnya,고마워gomawopast: 고마웠어gomawosseo,고마워요gomawoyopast: 고마웠어요gomawosseoyo,고맙습니까gomapseumnikkapast: 고마웠습니까gomawotseumnikka,
Assertive,고맙겠다gomapgetda,고맙겠어gomapgesseo,고맙겠어요gomapgesseoyo,고맙겠습니다gomapgetseumnida,
Connective forms,,,,,
Cause/Reason,고마워gomawo,고마워서gomawoseo,고마우니gomauni,고마우니까gomaunikka,
Contrast,고맙지만gomapjiman,고마운데gomaunde,고맙더니gomapdeoni,,
Conjunction,고맙고gomapgo,,,,
Condition,고마우면gomaumyeon,고마워야gomawoya,,,
Noun and determiner forms,,,,,
Verbal nouns,고마움gomaum,고맙기gomapgi,,,
Past-tense verbal nouns,고마웠음gomawosseum,고마웠기gomawotgi,,,
Determiners,present,,고마운gomaun,,
future,,고마울gomaul,,,
Sentence-final forms with honorific,,,,,
,Plain (해라체),Informal (해체),Polite (해요체),Formal (하십시오체),
Indicative,고마우시다gomausidapast: 고마우셨다gomausyeotda,고마우셔gomausyeopast: 고마우셨어gomausyeosseo,"고마우세요, 고마우셔요gomauseyo, gomausyeoyopast: 고마우셨어요gomausyeosseoyo",고마우십니다gomausimnidapast: 고마우셨습니다gomausyeotseumnida,
Interrogative,고마우시냐gomausinyapast: 고마우셨냐gomausyeonnya,고마우셔gomausyeopast: 고마우셨어gomausyeosseo,"고마우세요, 고마우셔요gomauseyo, gomausyeoyopast: 고마우셨어요gomausyeosseoyo",고마우십니까gomausimnikkapast: 고마우셨습니까gomausyeotseumnikka,
Assertive,고마우시겠다gomausigetda,고마우시겠어gomausigesseo,고마우시겠어요gomausigesseoyo,고마우시겠습니다gomausigetseumnida,
Connective forms with honorific,,,,,
Cause/Reason,고마우셔gomausyeo,고마우셔서gomausyeoseo,고마우시니gomausini,고마우시니까gomausinikka,
Contrast,고마우시지만gomausijiman,고마우신데gomausinde,고마우시더니gomausideoni,,
Conjunction,고마우시고gomausigo,,,,
Condition,고마우시면gomausimyeon,고마우셔야gomausyeoya,,,
Noun and determiner forms with honorific,,,,,
Verbal nouns,고마우심gomausim,고마우시기gomausigi,,,
Past-tense verbal nouns,고마우셨음gomausyeosseum,고마우셨기gomausyeotgi,,,
Determiners,present,,고마우신gomausin,,
future,,고마우실gomausil,,,
