0,1,2,3,4,5,6,7,8,9
infinitive,kubaki,,,,,,,,
,,singular person,,,,,,,
,,1st personmimi,2nd personwewe,3rd person/Class 1yeye/(m),Class 3(m),Class 5(ji),Class 7(ki),Class 9(n),Class 11/14(u)
indicative,general,nabaki,wabaki,abaki,wabaki,labaki,chabaki,yabaki,wabaki
progressive,ninabaki,unabaki,anabaki,unabaki,linabaki,kinabaki,inabaki,unabaki,
habitual,hubaki,,,,,,,,
past,nilibaki,ulibaki,alibaki,ulibaki,lilibaki,kilibaki,ilibaki,ulibaki,
perfect,nimebaki,umebaki,amebaki,umebaki,limebaki,kimebaki,imebaki,umebaki,
future,nitabaki,utabaki,atabaki,utabaki,litabaki,kitabaki,itabaki,utabaki,
consecutive,nikabaki,ukabaki,akabaki,ukabaki,likabaki,kikabaki,ikabaki,ukabaki,
conditional,present,ningebaki,ungebaki,angebaki,ungebaki,lingebaki,kingebaki,ingebaki,ungebaki
past,ningalibaki,ungalibaki,angalibaki,ungalibaki,lingalibaki,kingalibaki,ingalibaki,ungalibaki,
subjunctive,general,nibaki,ubaki,abaki,ubaki,libaki,kibaki,ibaki,ubaki
consecutive,nikabaki,ukabaki,akabaki,ukabaki,likabaki,kikabaki,ikabaki,ukabaki,
comitative,nikibaki,ukibaki,akibaki,ukibaki,likibaki,kikibaki,ikibaki,ukibaki,
imperative,,baki!__baki!‡,,,,,,,
,,plural person,,,,,,,
,,1st personsisi,2nd personninyi,3rd person/Class 2wao/(wa),Class 4(mi),Class 6(ma),Class 8(vi),Class 10(n),Class 10(n)†
indicative,general,twabaki,mwabaki,wabaki,yabaki,yabaki,vyabaki,zabaki,zabaki
progressive,tunabaki,mnabaki,wanabaki,inabaki,yanabaki,vinabaki,zinabaki,zinabaki,
habitual,hubaki,,,,,,,,
past,tulibaki,mlibaki,walibaki,ilibaki,yalibaki,vilibaki,zilibaki,zilibaki,
perfect,tumebaki,mmebaki,wamebaki,imebaki,yamebaki,vimebaki,zimebaki,zimebaki,
future,tutabaki,mtabaki,watabaki,itabaki,yatabaki,vitabaki,zitabaki,zitabaki,
consecutive,tukabaki,mkabaki,wakabaki,ikabaki,yakabaki,vikabaki,zikabaki,zikabaki,
conditional,present,tungebaki,mngebaki,wangebaki,ingebaki,yangebaki,vingebaki,zingebaki,zingebaki
past,tungalibaki,mngalibaki,wangalibaki,ingalibaki,yangalibaki,vingalibaki,zingalibaki,zingalibaki,
subjunctive,general,tubaki,mbaki,wabaki,ibaki,yabaki,vibaki,zibaki,zibaki
consecutive,tukabaki,mkabaki,wakabaki,ikabaki,yakabaki,vikabaki,zikabaki,zikabaki,
comitative,tukibaki,mkibaki,wakibaki,ikibaki,yakibaki,vikibaki,zikibaki,zikibaki,
imperative,tubaki,bakini!__bakini!‡,,,,,,,
