0,1,2
Noun class,singular,plural
M-wa class,mchungu,wachungu
M-mi class,mchungu,michungu
Ma class,chungu,machungu
Ki-vi class,kichungu,vichungu
N class,chungu,chungu
U class,mchungu,chungu
Pa class,pachungu,pachungu
Ku class,kuchungu,kuchungu
Mu class,muchungu,muchungu
