0,1,2,3,4,5,6,7,8,9
infinitive,kuandaa,,,,,,,,
,,singular person,,,,,,,
,,1st personmimi,2nd personwewe,3rd person/Class 1yeye/(m),Class 3(m),Class 5(ji),Class 7(ki),Class 9(n),Class 11/14(u)
indicative,general,naandaa,waandaa,aandaa,waandaa,laandaa,chaandaa,yaandaa,waandaa
progressive,ninaandaa,unaandaa,anaandaa,unaandaa,linaandaa,kinaandaa,inaandaa,unaandaa,
habitual,huandaa,,,,,,,,
past,niliandaa,uliandaa,aliandaa,uliandaa,liliandaa,kiliandaa,iliandaa,uliandaa,
perfect,nimeandaa,umeandaa,ameandaa,umeandaa,limeandaa,kimeandaa,imeandaa,umeandaa,
future,nitaandaa,utaandaa,ataandaa,utaandaa,litaandaa,kitaandaa,itaandaa,utaandaa,
consecutive,nikaandaa,ukaandaa,akaandaa,ukaandaa,likaandaa,kikaandaa,ikaandaa,ukaandaa,
conditional,present,ningeandaa,ungeandaa,angeandaa,ungeandaa,lingeandaa,kingeandaa,ingeandaa,ungeandaa
past,ningaliandaa,ungaliandaa,angaliandaa,ungaliandaa,lingaliandaa,kingaliandaa,ingaliandaa,ungaliandaa,
subjunctive,general,niandae,uandae,aandae,uandae,liandae,kiandae,iandae,uandae
consecutive,nikaandae,ukaandae,akaandae,ukaandae,likaandae,kikaandae,ikaandae,ukaandae,
comitative,nikiandaa,ukiandaa,akiandaa,ukiandaa,likiandaa,kikiandaa,ikiandaa,ukiandaa,
imperative,,andaa!__andae!‡,,,,,,,
,,plural person,,,,,,,
,,1st personsisi,2nd personninyi,3rd person/Class 2wao/(wa),Class 4(mi),Class 6(ma),Class 8(vi),Class 10(n),Class 10(n)†
indicative,general,twaandaa,mwaandaa,waandaa,yaandaa,yaandaa,vyaandaa,zaandaa,zaandaa
progressive,tunaandaa,mnaandaa,wanaandaa,inaandaa,yanaandaa,vinaandaa,zinaandaa,zinaandaa,
habitual,huandaa,,,,,,,,
past,tuliandaa,mliandaa,waliandaa,iliandaa,yaliandaa,viliandaa,ziliandaa,ziliandaa,
perfect,tumeandaa,mmeandaa,wameandaa,imeandaa,yameandaa,vimeandaa,zimeandaa,zimeandaa,
future,tutaandaa,mtaandaa,wataandaa,itaandaa,yataandaa,vitaandaa,zitaandaa,zitaandaa,
consecutive,tukaandaa,mkaandaa,wakaandaa,ikaandaa,yakaandaa,vikaandaa,zikaandaa,zikaandaa,
conditional,present,tungeandaa,mngeandaa,wangeandaa,ingeandaa,yangeandaa,vingeandaa,zingeandaa,zingeandaa
past,tungaliandaa,mngaliandaa,wangaliandaa,ingaliandaa,yangaliandaa,vingaliandaa,zingaliandaa,zingaliandaa,
subjunctive,general,tuandae,mandae,waandae,iandae,yaandae,viandae,ziandae,ziandae
consecutive,tukaandae,mkaandae,wakaandae,ikaandae,yakaandae,vikaandae,zikaandae,zikaandae,
comitative,tukiandaa,mkiandaa,wakiandaa,ikiandaa,yakiandaa,vikiandaa,zikiandaa,zikiandaa,
imperative,tuandae,andaeni!__andaeni!‡,,,,,,,
infinitive,kutoandaa or kutokuandaa,,,,,,,,
,,singular person,,,,,,,
,,1st personmimi,2nd personwewe,3rd person/Class 1yeye/(m),Class 3(m),Class 5(ji),Class 7(ki),Class 9(n),Class 11/14(u)
indicative,general,siandai,huandai,haandai,hauandai,haliandai,hakiandai,haiandai,hauandai
progressive,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,
habitual,Use General Form,,,,,,,,
past,sikuandaa,hukuandaa,hakuandaa,haukuandaa,halikuandaa,hakikuandaa,haikuandaa,haukuandaa,
perfect,sijaandaa,hujaandaa,hajaandaa,haujaandaa,halijaandaa,hakijaandaa,haijaandaa,haujaandaa,
future,sitaandaa,hutaandaa,hataandaa,hautaandaa,halitaandaa,hakitaandaa,haitaandaa,hautaandaa,
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
conditional,present,nisingeandaa,usingeandaa,asingeandaa,usingeandaa,lisingeandaa,kisingeandaa,isingeandaa,usingeandaa
past,nisingaliandaa,usingaliandaa,asingaliandaa,usingaliandaa,lisingaliandaa,kisingaliandaa,isingaliandaa,usingaliandaa,
subjunctive,general,nisiandae,usiandae,asiandae,usiandae,lisiandae,kisiandae,isiandae,usiandae
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
comitative,nisipoandaa,usipoandaa,asipoandaa,usipoandaa,lisipoandaa,kisipoandaa,isipoandaa,usipoandaa,
imperative,,usiandae!‡,,,,,,,
,,plural person,,,,,,,
,,1st personsisi,2nd personninyi,3rd person/Class 2wao/(wa),Class 4(mi),Class 6(ma),Class 8(vi),Class 10(n),Class 10(n)†
indicative,general,hatuandai,hamandai,hawaandai,haiandai,hayaandai,haviandai,haziandai,haziandai
progressive,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,
habitual,Use General Form,,,,,,,,
past,hatukuandaa,hamkuandaa,hawakuandaa,haikuandaa,hayakuandaa,havikuandaa,hazikuandaa,hazikuandaa,
perfect,hatujaandaa,hamjaandaa,hawajaandaa,haijaandaa,hayajaandaa,havijaandaa,hazijaandaa,hazijaandaa,
future,hatutaandaa,hamtaandaa,hawataandaa,haitaandaa,hayataandaa,havitaandaa,hazitaandaa,hazitaandaa,
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
conditional,present,tusingeandaa,msingeandaa,wasingeandaa,isingeandaa,yasingeandaa,visingeandaa,zisingeandaa,zisingeandaa
past,tusingaliandaa,msingaliandaa,wasingaliandaa,isingaliandaa,yasingaliandaa,visingaliandaa,zisingaliandaa,zisingaliandaa,
subjunctive,general,tusiandae,msiandae,wasiandae,isiandae,yasiandae,visiandae,zisiandae,zisiandae
