0,1,2,3,4,5,6,7,8,9
infinitive,kusoma,,,,,,,,
,,singular person,,,,,,,
,,1st personmimi,2nd personwewe,3rd person/Class 1yeye/(m),Class 3(m),Class 5(ji),Class 7(ki),Class 9(n),Class 11/14(u)
indicative,general,nasoma,wasoma,asoma,wasoma,lasoma,chasoma,yasoma,wasoma
progressive,ninasoma,unasoma,anasoma,unasoma,linasoma,kinasoma,inasoma,unasoma,
habitual,husoma,,,,,,,,
past,nilisoma,ulisoma,alisoma,ulisoma,lilisoma,kilisoma,ilisoma,ulisoma,
perfect,nimesoma,umesoma,amesoma,umesoma,limesoma,kimesoma,imesoma,umesoma,
future,nitasoma,utasoma,atasoma,utasoma,litasoma,kitasoma,itasoma,utasoma,
consecutive,nikasoma,ukasoma,akasoma,ukasoma,likasoma,kikasoma,ikasoma,ukasoma,
conditional,present,ningesoma,ungesoma,angesoma,ungesoma,lingesoma,kingesoma,ingesoma,ungesoma
past,ningalisoma,ungalisoma,angalisoma,ungalisoma,lingalisoma,kingalisoma,ingalisoma,ungalisoma,
subjunctive,general,nisome,usome,asome,usome,lisome,kisome,isome,usome
consecutive,nikasome,ukasome,akasome,ukasome,likasome,kikasome,ikasome,ukasome,
comitative,nikisoma,ukisoma,akisoma,ukisoma,likisoma,kikisoma,ikisoma,ukisoma,
imperative,,soma!__some!‡,,,,,,,
,,plural person,,,,,,,
,,1st personsisi,2nd personninyi,3rd person/Class 2wao/(wa),Class 4(mi),Class 6(ma),Class 8(vi),Class 10(n),Class 10(n)†
indicative,general,twasoma,mwasoma,wasoma,yasoma,yasoma,vyasoma,zasoma,zasoma
progressive,tunasoma,mnasoma,wanasoma,inasoma,yanasoma,vinasoma,zinasoma,zinasoma,
habitual,husoma,,,,,,,,
past,tulisoma,mlisoma,walisoma,ilisoma,yalisoma,vilisoma,zilisoma,zilisoma,
perfect,tumesoma,mmesoma,wamesoma,imesoma,yamesoma,vimesoma,zimesoma,zimesoma,
future,tutasoma,mtasoma,watasoma,itasoma,yatasoma,vitasoma,zitasoma,zitasoma,
consecutive,tukasoma,mkasoma,wakasoma,ikasoma,yakasoma,vikasoma,zikasoma,zikasoma,
conditional,present,tungesoma,mngesoma,wangesoma,ingesoma,yangesoma,vingesoma,zingesoma,zingesoma
past,tungalisoma,mngalisoma,wangalisoma,ingalisoma,yangalisoma,vingalisoma,zingalisoma,zingalisoma,
subjunctive,general,tusome,msome,wasome,isome,yasome,visome,zisome,zisome
consecutive,tukasome,mkasome,wakasome,ikasome,yakasome,vikasome,zikasome,zikasome,
comitative,tukisoma,mkisoma,wakisoma,ikisoma,yakisoma,vikisoma,zikisoma,zikisoma,
imperative,tusome,someni!__someni!‡,,,,,,,
infinitive,kutosoma or kutokusoma,,,,,,,,
,,singular person,,,,,,,
,,1st personmimi,2nd personwewe,3rd person/Class 1yeye/(m),Class 3(m),Class 5(ji),Class 7(ki),Class 9(n),Class 11/14(u)
indicative,general,sisomi,husomi,hasomi,hausomi,halisomi,hakisomi,haisomi,hausomi
progressive,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,
habitual,Use General Form,,,,,,,,
past,sikusoma,hukusoma,hakusoma,haukusoma,halikusoma,hakikusoma,haikusoma,haukusoma,
perfect,sijasoma,hujasoma,hajasoma,haujasoma,halijasoma,hakijasoma,haijasoma,haujasoma,
future,sitasoma,hutasoma,hatasoma,hautasoma,halitasoma,hakitasoma,haitasoma,hautasoma,
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
conditional,present,nisingesoma,usingesoma,asingesoma,usingesoma,lisingesoma,kisingesoma,isingesoma,usingesoma
past,nisingalisoma,usingalisoma,asingalisoma,usingalisoma,lisingalisoma,kisingalisoma,isingalisoma,usingalisoma,
subjunctive,general,nisisome,usisome,asisome,usisome,lisisome,kisisome,isisome,usisome
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
comitative,nisiposoma,usiposoma,asiposoma,usiposoma,lisiposoma,kisiposoma,isiposoma,usiposoma,
imperative,,usisome!‡,,,,,,,
,,plural person,,,,,,,
,,1st personsisi,2nd personninyi,3rd person/Class 2wao/(wa),Class 4(mi),Class 6(ma),Class 8(vi),Class 10(n),Class 10(n)†
indicative,general,hatusomi,hamsomi,hawasomi,haisomi,hayasomi,havisomi,hazisomi,hazisomi
progressive,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,Use General Form,
habitual,Use General Form,,,,,,,,
past,hatukusoma,hamkusoma,hawakusoma,haikusoma,hayakusoma,havikusoma,hazikusoma,hazikusoma,
perfect,hatujasoma,hamjasoma,hawajasoma,haijasoma,hayajasoma,havijasoma,hazijasoma,hazijasoma,
future,hatutasoma,hamtasoma,hawatasoma,haitasoma,hayatasoma,havitasoma,hazitasoma,hazitasoma,
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
conditional,present,tusingesoma,msingesoma,wasingesoma,isingesoma,yasingesoma,visingesoma,zisingesoma,zisingesoma
past,tusingalisoma,msingalisoma,wasingalisoma,isingalisoma,yasingalisoma,visingalisoma,zisingalisoma,zisingalisoma,
subjunctive,general,tusisome,msisome,wasisome,isisome,yasisome,visisome,zisisome,zisisome
consecutive,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,Use Subjunctive Form,
comitative,tusiposoma,msiposoma,wasiposoma,isiposoma,yasiposoma,visiposoma,zisiposoma,zisiposoma,
imperative,tusisome,msisome!‡,,,,,,,
soma,,,,,,,,,
conditional,someka,,,,,,,,
passive,somwa,,,,,,,,
causative,somasha,,,,,,,,
prepositional,somea,,,,,,,,
passive causative,someshwa,,,,,,,,
