0,1,2,3
nominative,ул ‎(ul),,
accusative,уны ‎(unï),,
dative,уға ‎(uğa),,
locative,унда ‎(unda),,
ablative,унан ‎(unan),,
genitive,уның ‎(unïñ),,
,singular,plural,
1st person,мин ‎(min),беҙ ‎(beð),
2nd person,familiar,һин ‎(hin),һеҙ ‎(heð)
polite,һеҙ ‎(heð),,
3rd person,ул ‎(ul),улар ‎(ular),
,singular,plural,
absolute,ул,ул,
definite genitive,ул,ул,
dative,ул,ул,
definite accusative,ул,ул,
locative,ул,ул,
ablative,ул,ул,
