0,1,2,3,4,5
,Present →,Imperfect →,Continuous future →,Continuous subjunctive →,Imperative →
1s,σουβλίζω,σούβλιζα,θα σουβλίζω,να σουβλίζω,
2s,σουβλίζεις,σούβλιζες,θα σουβλίζεις,να σουβλίζεις,σούβλιζε
3s,σουβλίζει,σούβλιζε,θα σουβλίζει,να σουβλίζει,
,,,,,
1p,"σουβλίζουμε,  σουβλίζομε",σουβλίζαμε,"θα σουβλίζουμε,  σουβλίζομε","να σουβλίζουμε,  σουβλίζομε",
2p,σουβλίζετε,σουβλίζατε,θα σουβλίζετε,να σουβλίζετε,σουβλίζετε
3p,"σουβλίζουν,  σουβλίζουνε","σούβλιζαν,  σουβλίζαν,  σουβλίζανε","θα σουβλίζουν,  σουβλίζουνε","να σουβλίζουν,  σουβλίζουνε",
,,,,,
,Dependent †,Simple past →,Simple future →,Simple subjunctive →,Imperative →
1s,σουβλίσω,σούβλισα,θα σουβλίσω,να σουβλίσω,
2s,σουβλίσεις,σούβλισες,θα σουβλίσεις,να σουβλίσεις,σούβλισε
3s,σουβλίσει,σούβλισε,θα σουβλίσει,να σουβλίσει,
,,,,,
1p,"σουβλίσουμε,  σουβλίσομε",σουβλίσαμε,"θα σουβλίσουμε,  σουβλίσομε","να σουβλίσουμε,  σουβλίσομε",
2p,σουβλίσετε,σουβλίσατε,θα σουβλίσετε,να σουβλίσετε,σουβλίστε
3p,"σουβλίσουν,  σουβλίσουνε","σούβλισαν,  σουβλίσαν,  σουβλίσανε","θα σουβλίσουν,  σουβλίσουνε","να σουβλίσουν,  σουβλίσουνε",
,,,,,
,Perfect →,Pluperfect →,Future perfect →,Subjunctive →,
1s,έχω σουβλίσει,είχα σουβλίσει,θα έχω σουβλίσει,να έχω σουβλίσει,
2s,έχεις σουβλίσει,είχες σουβλίσει,θα έχεις σουβλίσει,να έχεις σουβλίσει,
3s,έχει σουβλίσει,είχε σουβλίσει,θα έχει σουβλίσει,να έχει σουβλίσει,
,,,,,
1p,έχουμε σουβλίσει,είχαμε σουβλίσει,θα έχουμε σουβλίσει,να έχουμε σουβλίσει,
2p,έχετε σουβλίσει,είχατε σουβλίσει,θα έχετε σουβλίσει,να έχετε σουβλίσει,
3p,έχουν σουβλίσει,είχαν σουβλίσει,θα έχουν σουβλίσει,να έχουν σουβλίσει,
,,,,,
,Participle:,σουβλίζοντας,Non-finite ‡,σουβλίσει,"33, 1a"
,,,,,
,"This table is templatised, some forms shown may be rare or non-existant. Multiple forms are usually shown in order of reducing frequency.†   The dependent is not used alone, it is used to form future simple, perfective subjunctive and other forms.‡   The non-finite or aorist infinitive form is the same as the 3rd person singular dependent form, used with the auxiliary verb έχω ‎(écho) it produces perfect tense forms.",,,,
,,,,,
