0,1,2,3,4,5
,Present →,Imperfect →,Continuous future →,Continuous subjunctive →,Imperative →
1s,μαθαίνω,μάθαινα,θα μαθαίνω,να μαθαίνω,
2s,μαθαίνεις,μάθαινες,θα μαθαίνεις,να μαθαίνεις,μάθαινε
3s,μαθαίνει,μάθαινε,θα μαθαίνει,να μαθαίνει,
,,,,,
1p,"μαθαίνουμε,  μαθαίνομε",μαθαίναμε,"θα μαθαίνουμε,  μαθαίνομε","να μαθαίνουμε,  μαθαίνομε",
2p,μαθαίνετε,μαθαίνατε,θα μαθαίνετε,να μαθαίνετε,μαθαίνετε
3p,"μαθαίνουν,  μαθαίνουνε","μάθαιναν,  μαθαίναν,  μαθαίνανε","θα μαθαίνουν,  μαθαίνουνε","να μαθαίνουν,  μαθαίνουνε",
,,,,,
,Dependent †,Simple past →,Simple future →,Simple subjunctive →,Imperative →
1s,μάθω,έμαθα,θα μάθω,να μάθω,
2s,μάθεις,έμαθες,θα μάθεις,να μάθεις,μάθε
3s,μάθει,έμαθε,θα μάθει,να μάθει,
,,,,,
1p,"μάθουμε,  μάθομε",μάθαμε,"θα μάθουμε,  μάθομε","να μάθουμε,  μάθομε",
2p,μάθετε,μάθατε,θα μάθετε,να μάθετε,μάθετε
3p,"μάθουν,  μάθουνε","έμαθαν,  μάθαν,  μάθανε","θα μάθουν,  μάθουνε","να μάθουν,  μάθουνε",
,,,,,
,Perfect →,Pluperfect →,Future perfect →,Subjunctive →,
1s,έχω μάθει,είχα μάθει,θα έχω μάθει,να έχω μάθει,
2s,έχεις μάθει,είχες μάθει,θα έχεις μάθει,να έχεις μάθει,
3s,έχει μάθει,είχε μάθει,θα έχει μάθει,να έχει μάθει,
,,,,,
1p,έχουμε μάθει,είχαμε μάθει,θα έχουμε μάθει,να έχουμε μάθει,
2p,έχετε μάθει,είχατε μάθει,θα έχετε μάθει,να έχετε μάθει,
3p,έχουν μάθει,είχαν μάθει,θα έχουν μάθει,να έχουν μάθει,
,,,,,
,Participle:,μαθαίνοντας,Non-finite ‡,μάθει,"176, 1a"
,,,,,
,"This table is templatised, some forms shown may be rare or non-existant. Multiple forms are usually shown in order of reducing frequency.†   The dependent is not used alone, it is used to form future simple, perfective subjunctive and other forms.‡   The non-finite or aorist infinitive form is the same as the 3rd person singular dependent form, used with the auxiliary verb έχω ‎(écho) it produces perfect tense forms.",,,,
,,,,,
"μάθημα n ‎(máthima, “lesson”)  μάθηση f ‎(máthisi, “learning”)  μαθήτρια f ‎(mathítria, “pupil, student”)  μαθεύομαι ‎(mathévomai, “to become known”)  μαθητής m ‎(mathitís, “pupil, student”)  μαθητεία f ‎(mathiteía, “apprenticeship”)  μαθητευόμενη f ‎(mathitevómeni, “apprentice”)",,"μαθητευόμενος m ‎(mathitevómenos, “apprentice”)  μαθητεύω ‎(mathitévo, “to be apprenticed”)  μαθητικός ‎(mathitikós, “school”)  μαθητολόγιο n ‎(mathitológio, “school register”)  μαθητούδι n ‎(mathitoúdi, “schoolchild, pupil”)  μαθητόκοσμος m ‎(mathitókosmos, “school children”)",,,
