0,1
Case / #,Plural
Nominative,οἱ ἐμπειρῐκοί
Genitive,τῶν ἐμπειρῐκῶν
Dative,τοῖς ἐμπειρῐκοῖς
Accusative,τοὺς ἐμπειρῐκούς
Vocative,ἐμπειρῐκοί
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension."
