0,1,2,3
Case / #,Singular,Dual,Plural
Nominative,ἡ ῥίζᾰ,τὼ ῥιζᾱ,αἱ ῥίζαι
Genitive,τῆς ῥιζᾱς,τοῖν ῥιζαιν,τῶν {{{3}}}ῶν
Dative,τῇ ῥιζᾳ,τοῖν ῥιζαιν,ταῖς ῥιζαις
Accusative,τὴν ῥίζᾰν,τὼ ῥιζᾱ,τὰς ῥιζᾱς
Vocative,ῥίζᾰ,ῥιζᾱ,ῥίζαι
,,,
Dialectal forms:,,,
Notes:,,,
Case / #,Singular,Dual,Plural
Nominative,ἡ ῥίζᾰ,τὼ ῥιζᾱ,αἱ ῥίζαι
Genitive,τῆς ῥιζης,τοῖν ῥιζαιν,τῶν {{{3}}}ῶν
Dative,τῇ ῥιζῃ,τοῖν ῥιζαιν,ταῖς ῥιζαις
Accusative,τὴν ῥίζᾰν,τὼ ῥιζᾱ,τὰς ῥιζᾱς
Vocative,ῥίζᾰ,ῥιζᾱ,ῥίζαι
,,,
Dialectal forms:,,,
Notes:,,,
Case / #,Singular,Dual,Plural
Nominative,ἡ ῥίζᾰ,τὼ ῥιζᾱ,αἱ ῥίζαι
Genitive,τῆς ῥιζης,τοῖν ῥιζῃῐν?1,τῶν {{{3}}}ᾱ́ων / {{{3}}}έ͜ων
Dative,τῇ ῥιζῃ,τοῖν ῥιζῃῐν?1,ταῖς ῥιζῃσῐ(ν)
Accusative,τὴν ῥίζᾰν,τὼ ῥιζᾱ,τὰς ῥιζᾱς
Vocative,ῥίζᾰ,ῥιζᾱ,ῥίζαι
,,,
Dialectal forms:,,,
Notes:,1Pharr reads ῥιζῃῐν whereas Smyth reads ῥιζαι(ῐ)ν.,,
