0,1,2,3,4
Audio (Classical Attic),,(file),,
Case / #,Singular,Dual,Plural,
Nominative,ἡ φύσῐς,τὼ φύσει,αἱ φύσεις,
Genitive,τῆς φύσεως,τοῖν φῠσέοιν,τῶν φύσεων,
Dative,τῇ φύσει,τοῖν φῠσέοιν,ταῖς φύσεσῐ(ν),
Accusative,τὴν φύσῐν,τὼ φύσει,τὰς φύσεις,
Vocative,φύσῐ,φύσει,φύσεις,
,,,,
Dialectal forms:,,,,
Notes:,,,,
Case / #,Singular,Dual,Plural,
Nominative,ἡ φύσῐς,τὼ φύσιε,αἱ φύσιες,
Genitive,τῆς φύσιος,τοῖν φῠσίοιν,τῶν φῠσίων,
Dative,"τῇ φύσῑ, φύσει",τοῖν φῠσίοιν,"ταῖς φύσῐσῐ(ν), φῠσίεσῐ(ν), φύσεσῐ(ν)",
Accusative,τὴν φύσῐν,τὼ φύσιε,"τὰς φύσῑς, φύσιᾰς",
Vocative,φύσῐ,φύσιε,φύσιες,
,,,,
Dialectal forms:,,,,
Notes:,,,,
ἀνάφυσις ‎(anáphusis)  ἀπόφυσις ‎(apóphusis)  αὐτόφυσις ‎(autóphusis)  διάφυσις ‎(diáphusis)  ἔκφυσις ‎(ékphusis)  ἔμφυσις ‎(émphusis),,ἐπίφυσις ‎(epíphusis)  κατάφυσις ‎(katáphusis)  παράφυσις ‎(paráphusis)  παρέμφυσις ‎(parémphusis)  περίφυσις ‎(períphusis)  πρόφυσις ‎(próphusis),,πρόσφυσις ‎(prósphusis)  σύμφυσις ‎(súmphusis)  ὑπόφυσις ‎(hupóphusis)  φυσικός ‎(phusikós)
