0,1,2,3,4,5
,Present →,Imperfect →,Continuous future →,Continuous subjunctive →,Imperative →
1s,ωφελώ,ωφελούσα,θα ωφελώ,να ωφελώ,
2s,ωφελείς,ωφελούσες,θα ωφελείς,να ωφελείς,—
3s,ωφελεί,ωφελούσε,θα ωφελεί,να ωφελεί,
,,,,,
1p,ωφελούμε,ωφελούσαμε,θα ωφελούμε,να ωφελούμε,
2p,ωφελείτε,ωφελούσατε,θα ωφελείτε,να ωφελείτε,ωφελείτε
3p,"ωφελούν, ωφελούνε","ωφελούσαν, ωφελούσανε","θα ωφελούν, θα ωφελούνε","να ωφελούν, να ωφελούνε",
,,,,,
,Dependent †,Simple past →,Simple future →,Simple subjunctive →,Imperative →
1s,ωφελήσω,ωφέλησα,θα ωφελήσω,να ωφελήσω,
2s,ωφελήσεις,ωφέλησες,θα ωφελήσεις,να ωφελήσεις,ωφέλησε
3s,ωφελήσει,ωφέλησε,θα ωφελήσει,να ωφελήσει,
,,,,,
1p,"ωφελήσουμε, ωφελήσομε",ωφελήσαμε,"θα ωφελήσουμε, θα ωφελήσομε","να ωφελήσουμε, να ωφελήσομε",
2p,ωφελήσετε,ωφελήσατε,θα ωφελήσετε,να ωφελήσετε,"ωφελήστε,  ωφελήσετε"
3p,"ωφελήσουν, ωφελήσουνε","ωφέλησαν, ωφελήσαν, ωφελήσανε","θα ωφελήσουν, θα ωφελήσουνε","να ωφελήσουν, να ωφελήσουνε",
,,,,,
,Perfect →,Pluperfect →,Future perfect →,Subjunctive →,
1s,έχω ωφελήσει,είχα ωφελήσει,θα έχω ωφελήσει,να έχω ωφελήσει,
2s,έχεις ωφελήσει,είχες ωφελήσει,θα έχεις ωφελήσει,να έχεις ωφελήσει,
3s,έχει ωφελήσει,είχε ωφελήσει,θα έχει ωφελήσει,να έχει ωφελήσει,
,,,,,
1p,έχουμε ωφελήσει,είχαμε ωφελήσει,θα έχουμε ωφελήσει,να έχουμε ωφελήσει,
2p,έχετε ωφελήσει,είχατε ωφελήσει,θα έχετε ωφελήσει,να έχετε ωφελήσει,
3p,έχουν ωφελήσει,είχαν ωφελήσει,θα έχουν ωφελήσει,να έχουν ωφελήσει,
,,,,,
,Alternative* perfect:,"έχω (έχεις, έχει, έχουμε, έχετε, έχουν) ωφελημένο",,,
,pluperfect:,"είχα (είχες, είχε , είχαμε, είχατε, είχαν) ωφελημένο",,,
,future perfect:,"θα έχω (θα έχεις, θα έχει, θα έχουμε, θα έχετε, θα έχουν) ωφελημένο",,,
,subjunctive:,"να έχω (να έχεις, να έχει, να έχουμε, να έχετε, να έχουν) ωφελημένο",,,
,,,,,
,Participle:,ωφελώντας,Non-finite ‡,ωφελήσει,"73, ησ, 2B1d, 2Β1"
,,,,,
,"This table is templatised, some forms shown may be rare or non-existant. Multiple forms are usually shown in order of reducing frequency.†   The dependent is not used alone, it is used to form future simple, perfective subjunctive and other forms.‡   The non-finite or aorist infinitive form is the same as the 3rd person singular dependent form, used with the auxiliary verb έχω ‎(écho) it produces perfect tense forms.*   Used with transitive senses",,,,
,,,,,
