0,1,2,3,4,5,6
Case / #,Singular,Dual,Plural,,,
Nominative,ὄψῐς,ὄψει,ὄψεις,,,
Genitive,ὄψεως,ὀψέοιν,ὄψεων,,,
Dative,ὄψει,ὀψέοιν,ὄψεσῐ(ν),,,
Accusative,ὄψῐν,ὄψει,ὄψεις,,,
Vocative,ὄψῐ,ὄψει,ὄψεις,,,
,,,,,,
Dialectal forms:,,,,,,
Notes:,,,,,,
Case / #,Singular,Dual,Plural,,,
Nominative,ὄψῐς,ὄψιε,ὄψιες,,,
Genitive,ὄψιος,ὀψίοιν,ὀψίων,,,
Dative,"ὄψῑ, ὄψει",ὀψίοιν,"ὄψῐσῐ(ν), ὀψίεσῐ(ν), ὄψεσῐ(ν)",,,
Accusative,ὄψῐν,ὄψιε,"ὄψῑς, ὄψιᾰς",,,
Vocative,ὄψῐ,ὄψιε,ὄψιες,,,
,,,,,,
Dialectal forms:,,,,,,
Notes:,,,,,,
ἄποψις ‎(ápopsis)  δίοψις ‎(díopsis)  εἴσοψις ‎(eísopsis),,ἔποψις ‎(épopsis)  κάκοψις ‎(kákopsis)  κάτοψις ‎(kátopsis),,πρόοψις ‎(próopsis)  πρόσοψις ‎(prósopsis)  σύνοψις ‎(súnopsis),,ὑπέροψις ‎(hupéropsis)
