0,1,2,3,4,5
,Present →,Imperfect →,Continuous future →,Continuous subjunctive →,Imperative →
1s,σπρώχνω,έσπρωχνα,θα σπρώχνω,να σπρώχνω,
2s,σπρώχνεις,έσπρωχνες,θα σπρώχνεις,να σπρώχνεις,σπρώχνε
3s,σπρώχνει,έσπρωχνε,θα σπρώχνει,να σπρώχνει,
,,,,,
1p,"σπρώχνουμε,  σπρώχνομε",σπρώχναμε,"θα σπρώχνουμε,  σπρώχνομε","να σπρώχνουμε,  σπρώχνομε",
2p,σπρώχνετε,σπρώχνατε,θα σπρώχνετε,να σπρώχνετε,σπρώχνετε
3p,"σπρώχνουν,  σπρώχνουνε","έσπρωχναν,  σπρώχναν,  σπρώχνανε","θα σπρώχνουν,  σπρώχνουνε","να σπρώχνουν,  σπρώχνουνε",
,,,,,
,Dependent †,Simple past →,Simple future →,Simple subjunctive →,Imperative →
1s,σπρώξω,έσπρωξα,θα σπρώξω,να σπρώξω,
2s,σπρώξεις,έσπρωξες,θα σπρώξεις,να σπρώξεις,σπρώξε
3s,σπρώξει,έσπρωξε,θα σπρώξει,να σπρώξει,
,,,,,
1p,"σπρώξουμε,  σπρώξομε",σπρώξαμε,"θα σπρώξουμε,  σπρώξομε","να σπρώξουμε,  σπρώξομε",
2p,σπρώξετε,σπρώξατε,θα σπρώξετε,να σπρώξετε,σπρώξτε
3p,"σπρώξουν,  σπρώξουνε","έσπρωξαν,  σπρώξαν,  σπρώξανε","θα σπρώξουν,  σπρώξουνε","να σπρώξουν,  σπρώξουνε",
,,,,,
,Perfect →,Pluperfect →,Future perfect →,Subjunctive →,
1s,έχω σπρώξει,είχα σπρώξει,θα έχω σπρώξει,να έχω σπρώξει,
2s,έχεις σπρώξει,είχες σπρώξει,θα έχεις σπρώξει,να έχεις σπρώξει,έχε σπρωγμένο
3s,έχει σπρώξει,είχε σπρώξει,θα έχει σπρώξει,να έχει σπρώξει,
,,,,,
1p,έχουμε σπρώξει,είχαμε σπρώξει,θα έχουμε σπρώξει,να έχουμε σπρώξει,
2p,έχετε σπρώξει,είχατε σπρώξει,θα έχετε σπρώξει,να έχετε σπρώξει,έχετε σπρωγμένο
3p,έχουν σπρώξει,είχαν σπρώξει,θα έχουν σπρώξει,να έχουν σπρώξει,
,,,,,
,Alternative* perfect:,"έχω (έχεις, έχει, έχουμε, έχετε, έχουν) σπρωγμένο",,,
,pluperfect:,"είχα (είχες, είχε , είχαμε, είχατε, είχαν) σπρωγμένο",,,
,future perfect:,"θα έχω (θα έχεις, θα έχει, θα έχουμε, θα έχετε, θα έχουν) σπρωγμένο",,,
,subjunctive:,"να έχω (να έχεις, να έχει, να έχουμε, να έχετε, να έχουν) σπρωγμένο",,,
,,,,,
,Alternative** perfect:,"είμαι (είσαι, είναι) σπρωγμένος; είμαστε (είστε, είναι) σπρωγμένοι",,,
,pluperfect:,"ήμουν (ήσουν, ήταν) σπρωγμένος; ήμαστε (ήσαστε, ήταν) σπρωγμένοι",,,
,future perfect:,"θα είμαι (θα είσαι, θα είναι) σπρωγμένος; θα είμαστε (θα είστε, θα είναι) σπρωγμένοι",,,
,subjunctive:,"να είμαι (να είσαι, να είναι) σπρωγμένος; να είμαστε (να είστε, να είναι) σπρωγμένοι",,,
,,,,,
,Participle:,σπρώχνοντας,Non-finite ‡,σπρώξει,"29, 1h"
,,,,,
,"This table is templatised, some forms shown may be rare or non-existant. Multiple forms are usually shown in order of reducing frequency.†   The dependent is not used alone, it is used to form future simple, perfective subjunctive and other forms.‡   The non-finite or aorist infinitive form is the same as the 3rd person singular dependent form, used with the auxiliary verb έχω ‎(écho) it produces perfect tense forms.",,,,
,,,,,
