0,1,2,3,4,5
,Present →,Imperfect →,Continuous future →,Continuous subjunctive →,Imperative →
1s,συγχωρώ  (συγχωράω→ ),συγχωρούσα,θα συγχωρώ,να συγχωρώ,
2s,συγχωρείς,συγχωρούσες,θα συγχωρείς,να συγχωρείς,—
3s,συγχωρεί,συγχωρούσε,θα συγχωρεί,να συγχωρεί,
,,,,,
1p,συγχωρούμε,συγχωρούσαμε,θα συγχωρούμε,να συγχωρούμε,
2p,συγχωρείτε,συγχωρούσατε,θα συγχωρείτε,να συγχωρείτε,συγχωρείτε
3p,"συγχωρούν, συγχωρούνε","συγχωρούσαν, συγχωρούσανε","θα συγχωρούν, θα συγχωρούνε","να συγχωρούν, να συγχωρούνε",
,,,,,
,Dependent †,Simple past →,Simple future →,Simple subjunctive →,Imperative →
1s,συγχωρήσω,συγχώρησα,θα συγχωρήσω,να συγχωρήσω,
2s,συγχωρήσεις,συγχώρησες,θα συγχωρήσεις,να συγχωρήσεις,συγχώρησε
3s,συγχωρήσει,συγχώρησε,θα συγχωρήσει,να συγχωρήσει,
,,,,,
1p,"συγχωρήσουμε, συγχωρήσομε",συγχωρήσαμε,"θα συγχωρήσουμε, θα συγχωρήσομε","να συγχωρήσουμε, να συγχωρήσομε",
2p,συγχωρήσετε,συγχωρήσατε,θα συγχωρήσετε,να συγχωρήσετε,"συγχωρήστε,  συγχωρήσετε"
3p,"συγχωρήσουν, συγχωρήσουνε","συγχώρησαν, συγχωρήσαν, συγχωρήσανε","θα συγχωρήσουν, θα συγχωρήσουνε","να συγχωρήσουν, να συγχωρήσουνε",
,,,,,
,Perfect →,Pluperfect →,Future perfect →,Subjunctive →,
1s,έχω συγχωρήσει,είχα συγχωρήσει,θα έχω συγχωρήσει,να έχω συγχωρήσει,
2s,έχεις συγχωρήσει,είχες συγχωρήσει,θα έχεις συγχωρήσει,να έχεις συγχωρήσει,
3s,έχει συγχωρήσει,είχε συγχωρήσει,θα έχει συγχωρήσει,να έχει συγχωρήσει,
,,,,,
1p,έχουμε συγχωρήσει,είχαμε συγχωρήσει,θα έχουμε συγχωρήσει,να έχουμε συγχωρήσει,
2p,έχετε συγχωρήσει,είχατε συγχωρήσει,θα έχετε συγχωρήσει,να έχετε συγχωρήσει,
3p,έχουν συγχωρήσει,είχαν συγχωρήσει,θα έχουν συγχωρήσει,να έχουν συγχωρήσει,
,,,,,
,Alternative* perfect:,"έχω (έχεις, έχει, έχουμε, έχετε, έχουν) συγχωρημένο",,,
,pluperfect:,"είχα (είχες, είχε , είχαμε, είχατε, είχαν) συγχωρημένο",,,
,future perfect:,"θα έχω (θα έχεις, θα έχει, θα έχουμε, θα έχετε, θα έχουν) συγχωρημένο",,,
,subjunctive:,"να έχω (να έχεις, να έχει, να έχουμε, να έχετε, να έχουν) συγχωρημένο",,,
,,,,,
,Participle:,συγχωρώντας,Non-finite ‡,συγχωρήσει,"73/58, ησ, 2B1d, 2Β1"
,,,,,
,"(1) But see also: συγχωράω ‎(synchoráo) for an alternative conjugation(2)There are alternative simple past forms after συγχώρεσα ‎(synchóresa)     This table is templatised, some forms shown may be rare or non-existant. Multiple forms are usually shown in order of reducing frequency.†   The dependent is not used alone, it is used to form future simple, perfective subjunctive and other forms.‡   The non-finite or aorist infinitive form is the same as the 3rd person singular dependent form, used with the auxiliary verb έχω ‎(écho) it produces perfect tense forms.*   Used with transitive senses",,,,
,,,,,
"ασυγχώρητος ‎(asynchóritos, “unforgivable”)  συγχωρεμένος ‎(synchoreménos, “excusable”)  συχωρεμένος ‎(sychoreménos)  σχωρεμένος ‎(schoreménos)",,"συγχώρεση ‎(synchóresi, “forgiveness”)  συγχωρητέος ‎(synchoritéos)  συγχωρητήριος ‎(synchoritírios)  συγχωρητικός ‎(synchoritikós)",,,
