0,1,2,3,4
Case / #,Singular,Dual,Plural,
Nominative,τὸ ἕλος,τὼ ἕλεε,τᾰ̀ ἕλεᾰ,
Genitive,τοῦ ἕλεος,τοῖν ἑλέοιν,τῶν ἑλέων,
Dative,τῷ ἕλεῐ̈,τοῖν ἑλέοιν,τοῖς ἕλεσῐ(ν),
Accusative,τὸ ἕλος,τὼ ἕλεε,τᾰ̀ ἕλεᾰ,
Vocative,ἕλος,ἕλεε,ἕλεᾰ,
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,,
Case / #,Singular,Dual,Plural,
Nominative,τὸ ἕλος,τὼ ἕλει,τᾰ̀ ἕλη,
Genitive,τοῦ ἕλους,τοῖν ἑλοῖν,τῶν ἑλῶν,
Dative,τῷ ἕλει,τοῖν ἑλοῖν,τοῖς ἕλεσῐ(ν),
Accusative,τὸ ἕλος,τὼ ἕλει,τᾰ̀ ἕλη,
Vocative,ἕλος,ἕλει,ἕλη,
Notes:,"This table gives Attic inflectional endings. For declension in dialects other than Attic, see Appendix:Ancient Greek dialectal declension.",,,
Ἑλεία ‎(Heleía)  ἑλειοβᾰ́της ‎(heleiobátēs)  ἑλειογενής ‎(heleiogenḗs)  ἑλειοδίακτος ‎(heleiodíaktos)  ἑλειομαλάχη ‎(heleiomalákhē)  ἕλειον ‎(héleion),,ἑλειονόμος ‎(heleionómos)  ἑλειόρριζον ‎(heleiórrhizon)  ἕλειος ‎(héleios)  ἑλειοσέλῑνον ‎(heleiosélīnon)  ἑλειότροφος ‎(heleiótrophos)  ἑλειόχρῡσος ‎(heleiókhrūsos),,ἑλεόθρεπτος ‎(heleóthreptos)  ἑλεορέω ‎(heleoréō)  ἑλεοσέλῑνον ‎(heleosélīnon)  ἑλεσμίδας ‎(helesmídas)  ἑλίχρῡσος ‎(helíkhrūsos)  Ἕλος ‎(Hélos)
