0,1,2
,singular,plural
nominative,ψυχιατρική •,ψυχιατρικές •
genitive,ψυχιατρικής •,ψυχιατρικών •
accusative,ψυχιατρική •,ψυχιατρικές •
vocative,ψυχιατρική •,ψυχιατρικές •
"While it is considered as uncountable, plural forms are common.",,
