0,1,2,3,4,5
,Present »,Imperfect »,Continuous future »,Subjunctive »,Imperative »
1s,"χρωστώ, χρωστάω","χρωστούσα, χρώσταγα","θα χρωστώ, θα χρωστάω","να χρωστώ, να χρωστάω",
2s,χρωστάς,"χρωστούσες, χρώσταγες",θα χρωστάς,να χρωστάς,"χρώστα,  χρώσταγε"
3s,"χρωστάει, χρωστά","χρωστούσε, χρώσταγε","θα χρωστάει, θα χρωστά","να χρωστάει, να χρωστά",
,,,,,
1p,"χρωστάμε, χρωστούμε","χρωστούσαμε, χρωστάγαμε","θα χρωστάμε, θα χρωστούμε","να χρωστάμε, να χρωστούμε",
2p,χρωστάτε,"χρωστούσατε, χρωστάγατε",θα χρωστάτε,να χρωστάτε,χρωστάτε
3p,"χρωστάν, χρωστάνε, χρωστνούν, χρωστούνε","χρωστούσαν, χρωστούσανε, χρώσταγαν, χρωστάγανε","θα χρωστάν, θα χρωστάνε, θα χρωστνούν, θα χρωστούνε","να χρωστάν, να χρωστάνε, να χρωστνούν, να χρωστούνε",
,,,,,
,Participle:,χρωστώντας,58 2AB3-2AΒ3d,,
,,,,,
