0,1,2,3
Neuter a-stem declension of नेत्र,,,
Nom. sg.,नेत्रम् ‎(netram),,
Gen. sg.,नेत्रस्य ‎(netrasya),,
,Singular,Dual,Plural
Nominative,नेत्रम् ‎(netram),नेत्रे ‎(netre),नेत्राणि ‎(netrāṇi)
Vocative,नेत्र ‎(netra),नेत्रे ‎(netre),नेत्राणि ‎(netrāṇi)
Accusative,नेत्रम् ‎(netram),नेत्रे ‎(netre),नेत्राणि ‎(netrāṇi)
Instrumental,नेत्रेण ‎(netreṇa),नेत्राभ्याम् ‎(netrābhyām),नेत्रैः ‎(netraiḥ)
Dative,नेत्रा ‎(netrā),नेत्राभ्याम् ‎(netrābhyām),नेत्रेभ्यः ‎(netrebhyaḥ)
Ablative,नेत्रात् ‎(netrāt),नेत्राभ्याम् ‎(netrābhyām),नेत्रेभ्यः ‎(netrebhyaḥ)
Genitive,नेत्रस्य ‎(netrasya),नेत्रयोः ‎(netrayoḥ),नेत्राणाम् ‎(netrāṇām)
Locative,नेत्रे ‎(netre),नेत्रयोः ‎(netrayoḥ),नेत्रेषु ‎(netreṣu)
Masculine a-stem declension of नेत्र,,,
Nom. sg.,नेत्रः ‎(netraḥ),,
Gen. sg.,नेत्रस्य ‎(netrasya),,
,Singular,Dual,Plural
Nominative,नेत्रः ‎(netraḥ),नेत्रौ ‎(netrau),नेत्राः ‎(netrāḥ)
Vocative,नेत्र ‎(netra),नेत्रौ ‎(netrau),नेत्राः ‎(netrāḥ)
Accusative,नेत्रम् ‎(netram),नेत्रौ ‎(netrau),नेत्रान् ‎(netrān)
Instrumental,नेत्रेण ‎(netreṇa),नेत्राभ्याम् ‎(netrābhyām),नेत्रैः ‎(netraiḥ)
Dative,नेत्राय ‎(netrāya),नेत्राभ्याम् ‎(netrābhyām),नेत्रेभ्यः ‎(netrebhyaḥ)
Ablative,नेत्रात् ‎(netrāt),नेत्राभ्याम् ‎(netrābhyām),नेत्रेभ्यः ‎(netrebhyaḥ)
Genitive,नेत्रस्य ‎(netrasya),नेत्रयोः ‎(netrayoḥ),नेत्राणाम् ‎(netrāṇām)
Locative,नेत्रे ‎(netre),नेत्रयोः ‎(netrayoḥ),नेत्रेषु ‎(netreṣu)
